,desc,wordId,wordIdrev
7266,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 2 0 dài 90cm 2 kim 1 2 kim tròn vòng kim 25mm năm sản xuất 2014 trở đi hãng sản xuất smi ag,propylen,
846,chỉ khâu phẫu thuật - novosyn quick undy 2 0 3 90cm hr37s mddp pac 36pcs c3046595 hàng mới 100 hsx b braun surgical s a,novosyn qui,
7264,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 2 0 dài 75cm kim 1 2 kim tròn vòng kim 25mm năm sản xuất 2014 trở đi hãng sản xuất smi ag,propylen,
5165,chỉ phẩu thuật e19rh400 90cm rh 40mm 12cái hộp hàng mới 100 hãng vigilenz medical - malaysia sản xuất,,
4653,chỉ phẫu thuật không tiêu silkus code lnw 5001 hàng mới 100 nsx lotus surgicals pvt ltd lô n1622 sx 11 2016 hd 10 2021,silk,
10431,vật liệu cầm máu surgical haemostatic smi-spon 70x50x10mm code zhg705010 nsx 2017 nsx smi a g belgium hộp 10 cái gp 2677nk byt,spon,
3225,chỉ khâu phẫu thuật silon-silon mono black mã mi 1225 dùng để khâu trong phẫu thuật tbyt mới 100 hsx chirana-séc hãng phân phối vitrex-đan mạch năm sx 2016-2017,silon,
8297,dụng cụ chuyên dùng trong nha khoa chỉ khâu phẫu thuật tự tiêu vô trùng - polypropylene 45 cm ep 0 7 usp 6 0 needle 3 8 16mm hàng mới 100 nhà sản xuất smi ag mã 5071516,propylen,
5913,chỉ phẫu thuật loại polypropylene 90 cm ep 4 usp 1 needle 1 2 cir taper 40 mm hàng mới 100,propylen,
5056,chỉ phẫu thuật dùng trong y tế drain cc25cm lot 79134 nsx 2016 hd 2021 nhà sx peters,,
11815,chỉ khâu phẫu thuật g0617144 chủng loại steelex 1 4 4x45cm hrc37ss m lp 1pa 12pc hãng sx b braun surgical sa năm sx 2016 hàng mới 100,steel,
3652,chỉ khâu phẫu thuật tự tiêu dùng trong y tế dài 75cm nhãn hiệu am hàng mới 100,,
579,chỉ khâu phẫu thuật g0617135 chủng loại steelex ste set 5 7 4x45cm hrc48 m lp 1pac 12pc hãng sx b braun surgical sa năm sx 2015 hàng mới 100,steel,
2675,chỉ khâu phẫu thuật liền kim jbp v lift 29045a 29g cỡ 50mm 100 chiếc hộp sản xuất năm 2015 hãng sản xuất feeltech co ltd dùng trong y tế hàng mới 100,,
5145,chỉ phẫu thuật dùng trong y tế hiệu assut hãng sản xuất assut- thụy sĩ chủng loại polypropylene mã 9233 mới 100 12 tép hộp sản xuất năm 2016,propylen,
9339,nl059-3 chỉ khâu phẫu thuật 02-pga,pga,
10362,suture 12 10-0 bmn da 175d nu1 - chỉ phẫu thuật không tiêu 10 0nylon - item 8065711701 hãng sản xuất alcon research ltd mỹ hàng mới 100,nylon,
9257,nguyên liệu chỉ phẫu thuật không tự tiêu tổng hợp sterilux pp usp 2 0 blue 100m di dùng sản xuất chỉ polypropylen hàng mới 100,propylen,
10153,sáp cầm máu xương 1069152 chủng loại bone-wax 1pac 24pc hãng sx aesculap ag hàng mới 100,wax,
5351,chỉ phẫu thuật không tiêu polypropylene sợi xanh đơn 10 0 1455p 12 cái hộp chủng loại mani sutures polyester hãng chủ sở hữu mani inc japan hàng mới 100,propylen,
10469,vật liệu cầm máu tiệt trùng không tẩm thuốc gelita-cell 100x200mm 10 miếng hộp gc504 hãng sx gelita medical gmbh hàng mới 100,gelita-cel,
3523,chỉ khâu phẫu thuật tiệt trùng - tự tiêu mitsu sterilized surgical needled suture dyed undyed cỡ số 4-0 x 75-20 mm 12 chiếc hộp hsx meril endo surgery pvt ltd ấn độ hàng mới 100,,
7337,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 7 0 dài 45cm kim 3 8 kim tam giác vòng kim 12mm,propylen,
437,chỉ phẫu thuật-điện cực 2 0 ptfe60cmgsb60hsyz26 cp30m26f63v mới 100 nước ấn độ hãng sx quality needles,ptfe,
7893,chỉ phẫu thuật chủng loại maxontm mã sp 8886626971 36 sợi hộp hsx covidien mới 100,maxon,
5272,chỉ phẫu thuật không tiêu nylon đơn sợi demetech nylon demelon,demelon,
5812,chỉ phẫu thuật loại polypropylene 75 cm ep 4 usp 1 needle 112 cir taper 35 mm hàng mới 100,propylen,
1167,chỉ khâu phẫu thuật - silkam black 2 0 3 75cm hr26 pac 36pcs c0760420 hàng mới 100 hsx b braun surgical s a,silk,
7939,chỉ phẫu thuật chủng loại polysorttm braided absorbable suture mã sp ul203 36 sợi hộp hsx covidien mới 100,polysort,
2289,chỉ khâu phẫu thuật dùng trong y tế polytresse2 1 2 t40 75cm osh lô 954910 hd 2018 nhà sx peters surgical foc,,
2665,chỉ khâu phẫu thuật liền kim demebond polyester braided mã hàng pb242026c0p,ebond,
7297,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 4 0 dài 75cm kim 1 2 kim tròn vòng kim 20mm năm sản xuất 2014 trở đi hãng sản xuất smi ag,propylen,
9057,miếng cầm máu vô trùng dùng trong y tế hãng sản xuất medtronic - mã 440146 10 chiếc hộp hàng mới 100,,
11554,miếng ghép sọ não sinh học tự tiêu - osteomesh-osteostrip 100x4x3 5mm nhà sx osteopore international pte ltd mới 100 chi tiết xem file hys đính kèm,mesh,
750,chỉ khâu phẫu thuật - monosyn quick und 3 0 2 70cm dgmp19 c0025801 pac 36pcs hàng mới 100 hsx b braun surgical s a,monosyn qui,
1209,chỉ khâu phẫu thuật - surgical loop silic yellow 1 5mm 2x45cm b1095528 pac 24pcs hàng mới 100 hsx b braun,,
841,chỉ khâu phẫu thuật - novosyn quick undy 1 4 90cm hr40s m ddp c3046557,novosyn qui,
7361,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu poypropylene số 4 0 dài 75cm kim 1 2 kim tròn vòng kim 20mm,propylen,
9240,nguyên liệu chỉ khâu phẫu thuật tự tiêu 1 5m plain usp 2 0 -premium hãng sản xuất cofibam ind e com de fios e cabos ltda brazil dùng sản xuất chỉ catgut-trustigut hàng mới 100,catgut,
156,bông xốp cầm máu,,
9304,nl025-4 chỉ khâu phẫu thuật 01-pet đã cắt đoạn,,
128,bộ chỉ phẩu thuật có kim polypropylene 7 0 usp size hàng mới 100 mã 5050208-2 60 cm sợi nhà sản xuất smi a g số lô 150703 sx 07 2015 hd 07 2021,propylen,
9317,nl039-3 chỉ khâu phẫu thuật a,,
5881,chỉ phẫu thuật loại polypropylene 75 cm ep 4 usp 1 needle 1 2 cir taper 35 mm hàng mới 100,propylen,
1902,chỉ khâu phẫu thuật surgical suture polypropylene 7 0 scp 2x8mm 75cm vb code 5052608-2vb nsx 2014 nsx smi a g belgium hộp 12 sợi,propylen,
5901,chỉ phẫu thuật loại polypropylene 90 cm ep 1 5 usp 4 0 2 needles 1 2 cir taper 20 mm hàng mới 100 sx 2016 lô sx160512 hạn dùng 05 2021,propylen,
4534,chỉ phẫu thuật không tiêu polypropylene sợi xanh đơn 10 0 1470 chủng loại mani sutures polypropylene 12 chiếc hộp hãng chủ sở hữu mani inc nhật bản hàng mới 100,propylen,
744,chỉ khâu phẫu thuật - monosyn quick und 2 0 3 90cm hr37s m pac 36pcs c0025071 hàng mới 100 hsx b braun surgical s a,monosyn qui,
44,chỉ phẩu thuật e27rh220 75cm 22mm 12cái hộp hàng mới 100 hãng vigilenz medical - malaysia sản xuất,,
2113,chỉ khâu phẫu thuật demelon- nylon non absorbable suture số 6 0 dài 75cm vòng kim 13mm kim 3 8 tam giác đã được tiệt trùng mới 100 hsx demetech - mỹ năm sx 2017 hộp 12 vỉ,demelon,
504,chỉ khâu phẫu thuật c0992038 - chủng loại steelex elec 3 0 2 60cm hr17 gs65 pac 36pcs năm sx 2015 hàng mới 100,steel,
7341,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 7 0 dài 60cm 2 kim 3 8 kim tròn vòng kim 8mm năm sản xuất 2014 trở đi,propylen,
3218,chỉ khâu phẫu thuật silk-silk black mã 8327 dùng để khâu trong phẫu thuật tbyt mới 100 hsx chirana-séc hãng phân phối vitrex-đan mạch năm sx 2016-2017,silk,
7802,chỉ phẫu thuật vô trùng luxylene polypropylene 3 0 hr 2x25mm 90cm code pp30hr25-d nsx 2017 nsx luxsutures ag hộp 12 sợi gp 7083nk byt-tb-ct,luxylen,
5150,chỉ phẫu thuật dùng trong y tế hiệu assut hãng sản xuất assut- thụy sĩ chủng loại polypropylene mã 9872n mới 100 12 tép hộp sản xuất năm 2016,propylen,
3834,chỉ khâu phẫu thuật tự tiêu chủng loại caprolactone hr17 4 0 70cm violet code 318hr1740 hãng atlas medical ltd nước hy lạp hàng mới 100,,
83,băng dính y tế dùng thay chỉ khâu da b1559 steri-strip blend tone skin closure khổ 1 2in x 2in 50 miếng hộp 4 hộp thùng hàng mới 100,steri-,
7943,chỉ phẫu thuật chủng loại polysorttm braided absorbablesuture mã sản phẩm gl123 36 sợi hộp hãng sx covidien mới 100,polysort,
3507,chỉ khâu phẫu thuật tiệt trùng - không tiêu filamide sterilized surgical needled suture cỡ số 6-0 x 70 13mm chủng loại filamide hãng sx meril endo surgery pvt ltd ấn độ hàng mới 100,,
746,chỉ khâu phẫu thuật - monosyn quick und 3 0 2 70cm dsmp19 m c0025037,monosyn qui,
3787,chỉ khâu phẫu thuật tự tiêu sinh học bán thành phẩm plain usp 1 - 150 cm sợi dùng sản xuất chỉ khâu phẫu thuật tự tiêu catgut-trustigut hàng mới 100,catgut,
6468,chỉ phẫu thuật polypropylene không tiêu tổng hợp tiệt trùng đơn sợi số 6 0 chiều dài sợi chỉ 60 cm sợi chỉ màu xanh 12 sợi hộp code pm696013g22m nsx demetech mới100,propylen,
6283,chỉ phẫu thuật mắt 8065711701 12 tép hộp không phải chỉ tiêu không đặt lâu dài trong cơ thể người hàng mới 100 hãng sản xuất alcon ngày sản xuất 04 2016 hạn sử dụng 03 2021,,
1875,chỉ khâu phẫu thuật surgical suture luxylene polypropylene 2 0 hrt 2x25mm 90cm code pp20hrt25-d nsx 2014 nsx luxsutures ag luxembourg hộp 12 sợi,luxylen,
2977,chỉ khâu phẩu thuật -monoplus violet 7 0 0 5 70cm 2xdr10 m hàng mới 100 hsx b braun,monoplus,
7846,chỉ phẫu thuật y tế velosor 0 und 90cm kv-34 hàng mới 100 nsx mỹ hãng sản xuất riverpoint năm sx 2016 số gp 606 byt-tb-ct,,
845,chỉ khâu phẫu thuật - novosyn quick undy 2 0 3 90cm hr37s mddp pac 36pcs c3046595,novosyn qui,
1757,chỉ khẩu phẫu thuật chỉ tiêu g2650 1 sợi chỉ đi kèm 1 kim hộp 5 bịch bịch 20 sợi mới 100 hàng f o c,,
7969,chỉ phẫu thuật chủng loại surgiprotm ii monofilament polypropylene mã sp vp832x sợi dài 75cm kim dài 26mm 36 sợi hộp mới 100,surgipro,
11490,mảnh ghép tổng hợp cấy ghép vào cơ thể dynamesh sis direct soft pv411050f3 1cmx50cm hộp 3cái nhà sx feg textiltechnik forschungs-und entwicklungsgesellschaft hàng mới 100,mesh,
5816,chỉ phẫu thuật loại polypropylene 75 cm ep 1 5 usp 4 0 needle 1 2 cir taper 25 mm hàng mới 100 sx 2015,propylen,
11606,miếng ghép thành bụng -optilene mesh lp 5 x 10 cm pac 5pcs 1064735 hàng mới 100 hsx b braun,optilene,
3528,chỉ khâu phẫu thuật tiệt trùng - tự tiêu mitsu sterilized surgical needled suture dyed undyed cỡ số 2 x 90 40mm batch ib17009 12 chiếc tá hãng meril endo surgery pvt ltd mới 100,,
861,chỉ khâu phẫu thuật - novosyn quick undy 6 0 0 7 70cm hr13mddp c3046001,novosyn qui,
3126,chỉ khâu phẫu thuật polypropylene 75 cm ep 3 5 usp 0 needle 1 2 cir taper 30 mm hàng mới 100 sx năm 2017 lô170714 hạn sử dụng 06 2022,propylen,
436,chỉ phẫu thuật vô trùng luxylene polypropylene 7 0 dr 2x8mm 60cm code pp70dr08-d hàng mới 100 nsx 2016 nsx luxsutures ag luxembourg hộp 12 sợi,luxylen,
3497,chỉ khâu phẫu thuật tapper point tr522 3 8 17 mm double armed 2-0 90cm green 30 sợi hộp,,
6999,chỉ phẫu thuật tự tiêu v-loc 12 tép hộp vlocm0614 mới 100 nhà sản xuất covidien mỹ,vloc,
9223,nguyên liệu chỉ khâu phẫu thuật tự tiêu 1 50m chromic usp 4 0 - premium hãng sản xuất cofibam ind e com de fios e cabos ltda brazil dùng sản xuất chỉ catgut-trustigut hàng mới 100,catgut,
2047,chỉ khâu phẫu thuật chiralene blue 5 0 mã pp 5158 dùng để khâu vết thương tbyt mới 100 hãng sản xuất chirana-séc hãng phân phối vitrex-đan mạch năm sx 2016-2017,chiralen,
5174,chỉ phẩu thuật e27rh260 75cm 26mm 12cái hộp hàng mới 100 hãng vigilenz medical - malaysia sản xuất,,
456,chỉ điện cực 2 0 ptfe60cmgsb60hsyz17 cp20m17f63vmới 100 nước ấn độ hãng sx quality needles,ptfe,
5904,chỉ phẫu thuật loại polypropylene 90 cm ep 2 usp 3 0 2 needles 1 2 cir taper 25 mm hàng mới 100 sx 2016 lô sx160315 hạn dùng 03 2021,propylen,
6587,chỉ phẫu thuật -steelex monofilament 1 4 25m f1614070,steel,
10483,vật liệu cầm máu tiệt trùng không tẩm thuốc gelita-spon10x10x10mm 50 miếng hộp gs310 hãng sx gelita medical gmbh hàng mới 100,gelita-spon,
8316,dụng cụ chuyên dùng trong nha khoa chỉ khâu phẫu thuật tự tiêu vô trùng - polypropylene 19 mm 75 cm hàng mới 100 nhà sản xuất smi ag mã 5101519,propylen,
2874,chỉ khâu phẫu thuật mắt 1470 loại không tự tiêu chất liệu poly-propylene 12 sợi hộp hãng sản xuất mani inc nhật hàng mới 100 sản xuất năm 2014 2015,propylen,
6295,chỉ phẫu thuật mới 100,,
7241,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene không kim dài 6x11cm gói 5 sợi năm sản xuất 2014 trở đi hãng sản xuất smi ag,propylen,
7220,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene không kim 6 x 11cm,propylen,
5894,chỉ phẫu thuật loại polypropylene 90 cm ep 1 usp 5 0 double needle 1 2 cir taper 20 mm hàng mới 100 sx 2015,propylen,
11529,miếng ghép sọ não sinh học tự tiêu - osteomesh 20x80x2mm sn 17003863 to 3872 nsx 10-2016 hsd 10-2019 mới 100,mesh,
754,chỉ khâu phẫu thuật - monosyn quick und 4 0 1 5 45cm ds19 m c0025002 pac 36pcs,monosyn qui,
7973,chỉ phẫu thuật chủng loại surgiprotm monofilament polypropylene mã sp vp522x sợi dài 90cm kim dài 26mm 36 sợi hộp mới 100,surgipro,
5864,chỉ phẫu thuật loại polypropylene 75 cm ep 1 5 usp 4 0 needle 1 2 cir taper 25 mm hàng mới 100,propylen,
8149,chỉ thép điện cực - steelex elec 3 0 2 60cm hr17 gs65 pac 36pcs c0992038 hàng mới 100 hsx b braun surgical s a,steel,
2053,chỉ khâu phẫu thuật chirlac-chirlac viol mã pg 0267 dùng để khâu trong phẫu thuật tbyt mới 100 hsx chirana-séc hãng phân phối vitrex-đan mạch năm sx 2016-2017,chirlac,
7326,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 6 0 dài 75cm kim 1 2 kim tròn vòng kim 10mm năm sản xuất 2014 trở đi hãng sản xuất smi ag,propylen,
12001,chỉ phẫu thuật vô trùng nhãn hiệu polypropylene không kim 15 x 15cm túi 5 sợi,propylen,
11624,bông cầm máu tự tiêu surgispon 80 x 30 mm hình trụ vô trùng cầm máu trong phẫu thuật hộp 06 cái mã hàng ssp8030 hàng mới 100 hãng sx aegis lifesciences mới 100,spon,
5870,chỉ phẫu thuật loại polypropylene 75 cm ep 2 usp 3 0 needle 3 8 cir cutting 24 mm hàng mới 100 sx 2015,propylen,
2085,chỉ khâu phẫu thuật -dafilon blue 5 0 75cm ds16 pac 36pcs c0935123 hàng mới 100 hsx b braun surgical s a,dafilon,
8870,keo sinh học vá mạch máu và màng não 5ml hàng mới 100 5 gói hộp hãng sx cryolife mỹ năm sx 2014 bg3515-5-g,bg3515-5-g,
2781,chỉ khâu phẫu thuật loại không tự tiêu số 4 12 đoạn hộp hãng sản xuất mani inc nhật hàng mới 100 sản xuất năm 2015,,
4887,chỉ phẫu thuật chưa tiệt trùng mã 2 x hdsl-12 6-300 5-0 pp blue 75cm hãng sản xuất fssb chirurgische nadeln gmbh đức mới 100,,
8829,gạc cầm máu vô trùng trong phẫu thuật mới 100 nhãn hiệu smi-spon 80x50x10mm gói 10 miếng năm sản xuất 2014 trở đi hãng sản xuất smi ag,spon,
7271,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 2 0 dài 90cm 2 kim 1 2 kim tròn vòng kim 30mm năm sản xuất 2014 trở đi,propylen,
3402,chỉ khâu phẫu thuật suture v-loc 180 device 3-0 v-20 15cm loại tự tiêu mã vlocl0604 12 cuộn hộp mới 100 sản xuất năm 2015 hãng sx covidien,vloc,
9311,nl034-3 chỉ khâu phẫu thuật a,,
935,chỉ khâu phẫu thuật polypropylene 90 cm ep 1 5 usp 4 0 2 needles 1 2 cir taper 20 mm hàng mới 100 sx năm 2017 lô170210 hạn sử dụng 02 2022,propylen,
7993,chỉ phẫu thuật chủng loại v-loc tm 180 absorbable woundclosure device 12 sợi hộp mã hàng vlocl0325 hsx covidien mới 100,vloc,
5471,chỉ phẫu thuật không tự tiêu polypropylene cu blue - usp 6-0 ep 0 7 hãng sản xuất g krahmer gmbh đức mới 100,propylen,
11544,miếng ghép sọ não sinh học tự tiêu - osteomesh-osteostrip 100x2x3 5mm sn 17001875 to 879 nsx 04-2017 hsd 04-2020,mesh,
1394,chỉ khâu phẫu thuật a,,
4445,chỉ không tiêu chiralene blue 5 0 mã pp 5225 dùng để khâu trong phẫu thuật tbyt mới 100 hãng sx chirana séc hãng phân phối vitrex đan mạch năm sx 2017,chiralen,
2857,chỉ khâu phẫu thuật mắt 1417 loại không tự tiêu chất liệu poly-propylene 12 sợi hộp hãng sản xuất mani inc nhật hàng mới 100 sản xuất năm 2015,propylen,
8864,keo sinh học vá mạch máu và màng não 5ml dán mô dùng trong phẫu thuật bioglue surgical adhesive hàng mới 100 5 gói hộp hãng sx cryolife inc mỹ năm sx 2015 bg3515-5-g,bg3515-5-g,
10490,vật liệu cầm máu và co nướu 9007097 2 ống hộp dùng trong nha khoa gpnk số 7265 byt-tb-ct hãng sản xuất premier dental hàng mới 100,,
8905,lưới điều trị thoát vị rm7150sp vigimesh sp 7 5cm x 15cm 6cái hộp hàng mới 100 hãng vigilenz medical - malaysia sản xuất,mesh,
11621,lưới thoát vị parietex mono polymesh 15x10cm hàng mới 100 nsx pháp hãng sản xuất covidien năm sx 2015-2016 số gp 606 byt-tb-ct,mesh,
3776,chỉ khâu phẫu thuật tự tiêu sinh học bán thành phẩm chromic usp 3 0 - 150 cm sợi dùng sản xuất chỉ khâu phẫu thuật tự tiêu catgut-trustigut hàng mới 100,catgut,
7855,chỉ phẫu thuật chủng loại biosyntm mã sp gm123 36 sợi hộp hsx covidien mới 100,biosyn,
5196,chỉ phẩu thuật e57rh170 75cm 17mm 12cái hộp hàng mới 100 hãng vigilenz medical - malaysia sản xuất,,
11812,chỉ khâu phẫu thuật g0617144 chủng loại steelex ste set 1 4 4x45cm hrc37ss m lp 1pa 12pc hãng sx b braun surgical sa năm sx 2015 hàng mới 100,steel,
1770,chỉ khâu phẫu thuật g0617135 chủng loại steelex ste set 5 7 4x45cm hrc48 m lp pac 12pcs hãng sx b braun surgical sa hàng mới 100,steel,
111,băng dính y tế thay chỉ khâu da steri-strip r1548 khổ1 x 5in 2 54cm x 12 7cm 25 miếng hộp,steri-,
4444,chỉ không tiêu chiralene blue 4 0 mã pp 5246 dùng để khâu trong phẫu thuật tbyt mới 100 hãng sx chirana séc hãng phân phối vitrex đan mạch năm sx 2017,chiralen,
2960,chỉ khâu phẫu thuật mắt dùng trong nhãn khoa 1455p chủng loại mani sutures polypropylene 12 sợi hộp hãng sản xuất mani inc nhật hàng mới 100,propylen,
1176,chỉ khâu phẩu thuật - silkam black 3 0 2 13 x 60 cm pac 36pcs c0263850 hàng mới 100 hsx b braun surgical s a,silk,
9055,miếng cầm máu vo trùng dùng trong y tế hãng sản xuất medtronic - mã 400144 hàng mới 100,,
751,chỉ khâu phẫu thuật - monosyn quick und 3 0 2 70cm ds24 m c0025012 pac 36pcs,monosyn qui,
7277,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 3 0 dài 75cm kim 1 2 kim tròn vòng kim 25mm năm sản xuất 2014 trở đi hãng sản xuất smi ag,propylen,
4399,chỉ khâu phẫu thuật-safil violet 3 0 2 70cm hr26 pac 36pcs c1048041 năm sản xuất 2014 hàng mới 100,safil,
7910,chỉ phẫu thuật chủng loại polysorbtm braided absorbable suture mã sp cl915 sợi dài 90cm kim dài 40mm 36 sợi hộp mới 100,polysorb,
11518,mãnh ghép tổng hợp cấy ghép vào cơ thể dynamesh sis soft pvdf hộp 3 cái nhà sx feg textiltechnik forschungs-und entwicklungsgesellschaft hàng mới 100,mesh,
9225,nguyên liệu chỉ khâu phẫu thuật tự tiêu 1 50m chromic usp 2 0 - premium hãng sản xuất cofibam ind e com de fios e cabos ltda brazil dùng sản xuất chỉ catgut-trustigut hàng mới 100,catgut,
2858,chỉ khâu phẫu thuật mắt 1418 loại không tự tiêu chủng loại mani sutures polypropylene 12 sợi hộp hãng sản xuất mani inc nhật hàng mới 100 sản xuất năm 2015 2016,propylen,
8309,dụng cụ chuyên dùng trong nha khoa chỉ khâu phẫu thuật tự tiêu vô trùng - polypropylene 75 cm ep 2 usp 3 0 needle 16mm hàng mới 100 nhà sản xuất smi ag mã 5201516,propylen,
9021,miếng cầm máu tại chỗ 1069152 pac 6pcs hãng sx b braun surgical sa năm sx 2015 hàng mới 100,,
6672,chỉ phẫu thuật tiệt trùng supramono usp3 0 3 8 rc 26mm,,
5236,chỉ phẫu thuật không tiêu cordonnet special mã 151 size 80 chiều dài 360 m vật tư y tế trọng lượng mỗi cuộn 20g 10 cuộn hộp hàng mới 100,,
5354,chỉ phẫu thuật không tiêu polypropylene sợi xanh đơn 10 0 2450 12 cái hộp chủng loại polypropylene hãng chủ sở hữu mani inc japan hàng mới 100,propylen,
6726,chỉ phẫu thuật tổng hợp tự tiêu nhanh đa sợi bện số 2 0 chiều dài sợi chỉ 90cm sợi chỉ không màu 12 sợi hộp code prg1072037b0p nsx demetech mới100,,
12028,dụng cụ dùng trong nha khoa gạc vô trùng gelatamp gelatine sponges 14x7x7mm code 274007 50 cái hộp hàng mới 100,spon,
9327,nl048-3 chỉ khâu phẫu thuật a,,
5896,chỉ phẫu thuật loại polypropylene 90 cm ep 1 5 usp 4 0 2 needle 1 2 cir taper 25 mm hàng mới 100 sx 2015,propylen,
11494,mãnh ghép tổng hợp cấy ghép vào cơ thể dynamesh -ipom ip071520f1 15cmx15cm nsx 04-2017 hd 5 năm nhà sx feg textiltechnik forschungs-und entwicklungsgesellschaft mbh đức mới 100,mesh,
485,chỉ khâu không tự tiêu dùng trong phẫu thuật y tế code gc-354nc gồm 12 chiếc hộp hãng sx surgical specialties corp hàng mới 100,,
7339,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 7 0 dài 60cm 2 kim 3 8 kim tròn vòng kim 8mm năm sản xuất 2014 trở đi hãng sản xuất smi ag,propylen,
3117,chỉ khâu phẫu thuật polypropylene 60 cm ep 0 7 usp 6 0 2 needles 1 2 cir taper 10 mm hàng mới 100 sx năm 2016 lô 160704 hạn sử dụng 07 2021,propylen,
91,băng dính y tế thay chỉ khâu da nexcare steri-strip skin closure model h1546 khổ 1 4in x 4in 0 64cm x 10 16cm 30 miếng hộp,steri-,
5857,chỉ phẫu thuật loại polypropylene 75 cm ep 0 7 usp 6 0 needle 1 2 cir taper 15 mm hàng mới 100,propylen,
8380,dụng cụ y tế mới 100 dùng 1 lần 4633-4 chỉ không tan đơn sợi ply-p-dioxanone polyamid dùng trong phẩu thuật hạn sử dụng 05 2022 nhà sản xuất th kazantzidis s a medipac,,
9297,nguyên liệu chỉ phẫu thuật tự tiêu tổng hợp usp 7-0 pdo violet dùng sản xuất chỉ catgut-trustigut hàng mới 100,catgut,
5861,chỉ phẫu thuật loại polypropylene 75 cm ep 1 usp 5 0 needle 1 2 cir taper 25 mm hàng mới 100 sx 2016 lô sx160427 hạn dùng 04-2021,propylen,
2772,chỉ khâu phẫu thuật loại không tự tiêu số 19 12 đoạn hộp hãng sản xuất mani inc nhật hàng mới 100 sản xuất năm 2015,,
4403,chỉ khâu phẫu thuậttapper point tr502 3 8 17 mm double armed 2-0 75cm green 30 sợi hộp,,
7332,chỉ phẫu thuật vô trùng mới 100 nhãn hiệu polypropylene số 6 0 dài 75cm kim 1 2 kim tròn vòng kim 15mm,propylen,
2872,chỉ khâu phẫu thuật mắt 1470 loại không tự tiêu chất liệu poly-propylene 12 sợi hộp hãng sản xuất mani inc nhật hàng mới 100 sản xuất năm 2015,propylen,
5337,chỉ phẫu thuật không tiêu polypropylene 60 cm ep 0 7 usp 6 0 2 needles 1 2 cir taper 13 mm hàng mới 100 sx năm 2017 lô170210 hạn sử dụng 02 2022,propylen,
9309,nl030-4 chỉ khâu phẫu thuật 02-pdo,pdo,
4500,chỉ nâng cơ sms22pl301na- silhouette soft 8 cones natural item sms 22-pl-3 0 1-na 1 unit 2pc hàng mới 100,,
1182,chỉ khâu phẫu thuật - silkam black 6 0 0 7 45cm ds12 pac 36pcs c0762067,silk,
524,chỉ khâu phẫu thuật c0025032 - chủng loại monosyn quick und 4 0 1 5 45cm dsmp19m pac 36pcs năm sx 2015 hàng mới 100,monosyn qui,
2054,chỉ khâu phẫu thuật chirlac-chirlac viol mã pg1476 dùng để khâu trong phẫu thuật tbyt mới 100 hsx chirana-séc hãng phân phối vitrex-đan mạch năm sx 2016-2017,chirlac,
8381,dụng cụ y tế mới 100 dùng 1 lần 4644-4 chỉ không tan đơn sợi ply-p-dioxanone polyamid dùng trong phẩu thuật hạn sử dụng 09 2022 nhà sản xuất th kazantzidis s a medipac,,
413,chỉ phẫu thuật v-loc 12 tép hộp vlocm1203 mới 100 nhà sản xuất covidien,vloc,
7798,chỉ phẫu thuật vô trùng luxylene polypropylene 4 0 hr 2x20mm 90cm code pp40hr20-d nsx 2017 nsx luxsutures ag luxembourg hộp 12 sợi gp 4446nk byt-tb-ct,luxylen,
7869,chỉ phẫu thuật chủng loại flexonru tm multifilament temporary cardiac pacing lead mã sp 8886258643 12 sợi hộp hãng sx covidien mới 100,flexon,
8379,dụng cụ y tế mới 100 dùng 1 lần 4632-4 chỉ không tan đơn sợi ply-p-dioxanone polyamid dùng trong phẩu thuật hạn sử dụng 09 2022 nhà sản xuất th kazantzidis s a medipac,,
408,chỉ phẫu thuật v-loc 12 sợi hộp vlocm0614 mới 100 nhà sản xuất covidien mỹ,vloc,
5820,chỉ phẫu thuật loại polypropylene 90 cm ep 1 5 usp 4 0 2 needle 1 2 cir taper 25 mm hàng mới 100,propylen,
9100,miếng thấm máu gelatin sponge 70x50x10mm 05170502 dùng 1 lần trong y tế hàng mới 100 hộp 20 cái,spon,
4277,chỉ khâu phẫu thuật g0617135 - chủng loại steelex ste set 5 7 4x45cm hrc48 m lp hãng sx b braun surgical sa năm sx 2015 hàng mới 100,steel,
7997,chỉ phẫu thuật chủng loại v-loc tm180 absorbable wound closure device mã sp vlocl0803 12 sợi hộp hãng sx covidien mới 100,vloc,
1177,chỉ khâu phẩu thuật - silkam black 3 0 2 13 x 60 cm pac 36pcs c0263850 hàng mới 100 hsx b braun,silk,
