,descVec,wordIdVec
2283,"[2427, 3209, 2711, 4760, 3954, 4687, 3596, 1943, 1659, 40, 0, 3521, 1703, 3137, 4546, 1941, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2284,"[2427, 3209, 3954, 4687, 5031, 4774, 3521, 4766, 774, 4626, 774, 2423, 3309, 4384, 2706, 1642, 322, 4628, 3149, 3135, 3602, 191, 2641, 3137, 4541, 3177, 5349, 5345, 4546, 3759, 793]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2285,"[4937, 3983, 4539, 1309, 1830, 40, 4935, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 4730, 4774, 3078, 2796, 4089, 2464, 4926, 3135, 3602, 191]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2286,"[4937, 2525, 40, 1360, 4740, 3065, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 4730, 4774, 3078, 2796, 4089, 2464, 5180, 3149, 322, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2287,"[2427, 3954, 4687, 3324, 4529, 4211, 4702, 3951, 2421, 3908, 2781, 1200, 4878, 772, 40, 3642, 180, 772, 2435, 4650, 2539, 1310, 1830, 3135, 3602, 191, 4546, 797]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2288,"[2427, 3209, 3954, 4687, 3210, 4726, 2711, 4760, 5288, 4830, 2482, 1200, 40, 180, 772, 4181, 2584, 1830, 2083, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2289,"[2427, 3209, 3954, 4687, 2267, 15, 3324, 4079, 1340, 40, 180, 1423, 1830, 1176, 2545, 754, 1311, 3137, 4546, 1949, 2050, 4525, 4304, 3759, 4546, 793, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2290,"[2427, 3209, 3954, 4687, 2711, 4760, 5288, 4809, 3552, 1200, 40, 180, 772, 4181, 1603, 3660, 4546, 3894, 4525, 2866]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2291,"[2427, 3209, 3954, 4687, 2711, 4760, 5288, 4809, 2329, 772, 40, 180, 772, 4167, 2584, 1642, 2059, 3660, 4546, 3894, 4525, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2292,"[4937, 3983, 4539, 1052, 1603, 1424, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 5031, 4774, 3078, 2796, 4089, 2464, 4916, 3149, 1306, 2560, 3135, 3602, 191, 3324, 2580]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2293,"[3202, 4392, 3145, 5027, 3592, 3585, 5025, 3583, 3757, 1119, 2708, 3589, 2711, 4760, 3954, 4687, 2019, 4525, 1901, 3135, 3602, 191, 1423, 3035, 3149, 3137, 4546, 2517, 3174, 3605, 3759, 4546, 793, 797, 2011]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2294,"[2795, 3016, 1642, 3435, 1423, 2427, 3954, 4687, 4841, 3151, 3210, 4726, 4730, 4774, 3078, 2796, 3521, 5261, 3149, 1306, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2295,"[2427, 3209, 3954, 4687, 3214, 4774, 3308, 3215, 4010, 4539, 3556, 1089, 2576, 1323, 191, 2409, 3149, 3137, 4624, 5283, 892, 2390, 3472, 2461, 3332, 3654, 4546, 1042, 91, 800, 2711, 4760, 5288, 4809, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2296,"[2427, 3954, 4687, 4027, 1306, 4797, 3149, 3602, 191, 2443]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
2297,"[3403, 4683, 5035, 2433, 3324, 3828, 4732, 3303, 3488, 1200, 2409, 3149, 3137, 4624, 5283, 2488, 3602, 191, 3586, 4624, 3952, 4655]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2298,"[2427, 3209, 3954, 4687, 36, 2027, 1340, 40, 180, 1423, 1633, 2456, 2666, 3817, 1312, 2190, 3135, 3602, 191, 3124, 1949, 2050]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2299,"[2427, 3209, 3954, 4687, 4540, 3548, 774, 1642, 2088, 3324, 2571, 3586, 4445, 1306, 2544, 3149, 3602, 191, 4624, 5283, 3759, 791, 3137, 4546, 2488]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2300,"[4095, 2033, 1556, 3412, 1423, 2427, 3954, 4687, 4841, 3151, 5334, 4628, 3210, 4726, 4730, 4774, 3078, 2796, 4089, 2464, 1783, 3149, 1306, 2560, 3135, 3602, 191, 3324, 2580]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2301,"[2427, 3209, 3954, 4687, 2195, 2433, 3324, 2591, 1423, 40, 180, 1642, 2664, 3817, 1312, 3137, 4546, 1949, 2050, 4525, 4304, 3759, 4546, 797, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2302,"[4937, 2525, 180, 1830, 1360, 4740, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 4730, 4774, 3078, 2796, 4089, 2464, 5193, 3149, 322, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2303,"[2427, 3954, 4687, 3324, 2337, 2414, 1633, 2456, 2781, 180, 1423, 4878, 1423, 40, 3642, 180, 772, 2435, 4650, 781, 3513, 3135, 3602, 191]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2304,"[2427, 3209, 3954, 4687, 2232, 0, 2433, 3324, 4305, 4945, 180, 1340, 1830, 3083, 1361, 3411, 3817, 1306, 3851, 3137, 4546, 1949, 2050, 4525, 4304, 3759, 4546, 797, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2305,"[2427, 3209, 3954, 4687, 2155, 4075, 3015, 772, 40, 1200, 1642, 1173, 3411, 2711, 4760, 4681, 2077, 5288, 4809, 751, 1306, 2409, 3759, 4624, 5283, 791, 3135, 3602, 191]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2306,"[2427, 3954, 4687, 3210, 4726, 2588, 3752, 3535, 1633, 2456, 2781, 772, 4878, 1200, 40, 3642, 1200, 1659, 2435, 2539, 971, 3513, 3135, 3602, 191, 4546, 3759, 800, 3397, 3143, 4631, 2715, 118, 806]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2307,"[2427, 3209, 3954, 4687, 3308, 3215, 5031, 4774, 2711, 4760, 5288, 4809, 3752, 180, 40, 1642, 1200, 1659, 1360, 322, 4628, 4794, 3602, 191, 3137, 4624, 5283, 4354, 4393, 2461, 3332]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2308,"[2427, 3209, 3954, 4687, 3324, 4845, 4726, 2763, 4878, 1200, 40, 3586, 2752, 322, 2544, 3149, 4546, 3759, 797, 3602, 191, 3137, 4546, 4939, 3472, 2622]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2309,"[2795, 2808, 3016, 1830, 3436, 1200, 40, 4903, 2427, 3209, 3954, 4687, 5031, 4774, 3078, 2797, 3137, 2796, 3174, 4089, 2464, 5105, 3149, 322, 2560, 3135, 3602, 191, 3324, 2580]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2310,"[2427, 3209, 3954, 4687, 2102, 0, 3551, 4945, 1541, 40, 40, 1597, 1603, 2653, 3411, 3817, 1312, 3137, 4546, 1949, 2050, 4525, 4264, 1884, 3759, 4546, 791, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2311,"[2427, 3953, 4687, 1985, 2053, 4875, 772, 40, 1642, 2385, 344, 3149, 3135, 3602, 191, 3137, 4939, 3472, 0, 3449, 4624, 5283]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2312,"[2427, 3209, 3954, 4687, 3596, 1290, 3324, 3210, 4845, 4726, 2423, 3309, 4013, 322, 4628, 3149, 3137, 4624, 5283, 3450, 3174, 3663, 3135, 3602, 191, 4624, 5283, 3759, 791]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2313,"[2427, 3954, 4687, 3752, 2588, 3535, 1633, 2456, 2781, 1340, 4878, 180, 3642, 1200, 1659, 2435, 4234, 2539, 971, 3513, 3135, 3602, 191, 4546, 3759, 797, 3372, 3143, 4631, 2715, 1815, 804]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2314,"[2427, 3209, 3954, 4687, 2262, 0, 2433, 3324, 4079, 1541, 40, 40, 1597, 1642, 1156, 2545, 4219, 3817, 1312, 3137, 4546, 1949, 2050, 4525, 4304, 3759, 4546, 797, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2315,"[2427, 3209, 3954, 4687, 0, 4305, 4945, 180, 1340, 1830, 3110, 3411, 3817, 1312, 2234]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2316,"[2423, 3134, 3037, 5285, 227, 3137, 4546, 1949, 2050, 4525, 4304, 3135, 3602, 191]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2317,"[2427, 3209, 3954, 4687, 0, 4525, 3318, 4381, 5298, 180, 1522, 1139, 1977, 3817, 1000, 3135, 3602, 191, 3124, 1949, 2050]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2318,"[2427, 3954, 4687, 3324, 2337, 2414, 1633, 2456, 2781, 772, 4878, 1340, 40, 3642, 1200, 1659, 2435, 4234, 2542, 971, 3513, 3135, 3602, 191, 4546, 797, 3361, 4580, 3143, 2711, 97]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2319,"[2427, 3209, 3953, 4687, 3887, 180, 1344, 180, 772, 1830, 322, 4797, 3149, 2464, 3289, 3137, 4546, 2642, 4717, 3448, 4307, 1884, 4264, 3759, 4624, 5283, 795, 3135, 3602, 191]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2320,"[2427, 3209, 3954, 4687, 4506, 4525, 4541, 3647, 3647, 772, 40, 1304, 4651, 180, 772, 1830, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2321,"[2427, 3954, 4687, 2433, 3324, 4030, 2048, 1895, 3586, 4624, 3952, 2449, 1306, 4628, 3149, 3137, 4546, 2488, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2322,"[4095, 180, 1399, 4740, 180, 1093, 3040, 2427, 3209, 3954, 4687, 5031, 4774, 3078, 2796, 4089, 2464, 5124, 3149, 322, 2560, 3135, 3602, 191, 3324, 2580]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2323,"[2427, 3954, 4687, 4720, 3149, 1306, 4797, 1756, 3602, 191, 3660, 4624, 5283, 2479]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2324,"[2427, 3209, 3954, 4687, 3596, 1288, 3324, 3210, 4845, 4726, 2423, 3309, 4013, 322, 4628, 3149, 3137, 4624, 5283, 3450, 3174, 3663, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2325,"[2427, 5288, 4809, 4093, 5335, 3253, 1360, 3324, 181, 2706, 1646, 2456, 3135, 3602, 191, 3137, 3762, 4624, 5283, 2882, 5349, 5345]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2326,"[3882, 3169, 1423, 40, 1603, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 5031, 4774, 3078, 2796, 4089, 2464, 5172, 3149, 1306, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2327,"[2427, 3954, 4687, 3324, 2337, 2414, 1633, 2456, 2781, 1200, 1423, 4878, 772, 40, 3642, 180, 772, 2435, 4650, 1030, 3513, 3135, 3602, 191]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2328,"[2427, 3209, 3954, 4687, 2197, 0, 2433, 3324, 2591, 1642, 2666, 754, 1311, 3137, 4546, 1949, 2050, 4525, 4304, 754, 1311, 3759, 4546, 793, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2329,"[2427, 3209, 3954, 4687, 5031, 4774, 4529, 1840, 180, 3083, 1310, 1830, 2464, 491, 3135, 3602, 191, 3737, 797, 3737, 4428, 1884, 2902, 2007, 3149, 322, 4628, 3011, 945, 2068]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2330,"[2427, 3954, 4687, 5031, 4774, 3602, 191, 3661, 3078, 4529, 1840, 4626, 1340, 40, 2706, 1642, 3215, 180, 772, 3215, 4773, 5030, 3215, 946, 3759, 4624, 5283, 791, 4781, 5327, 3137, 4624, 5283, 4428, 1908]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2331,"[2427, 3209, 3954, 4687, 2214, 2433, 3324, 4305, 4142, 4865, 772, 40, 1200, 1830, 3116, 3411, 3817, 1312, 3817, 353, 3137, 4546, 1949, 2050, 4525, 4304, 3759, 4546, 797, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2332,"[2427, 3954, 4687, 5031, 4774, 3602, 191, 3661, 3078, 4529, 1840, 4626, 1659, 40, 2706, 1396, 772, 3644, 1200, 1659, 2435, 4462, 1585, 3759, 4624, 5283, 791, 4781, 5327, 3137, 4624, 5283, 4428, 1908]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2333,"[2427, 3953, 4687, 2824, 1830, 344, 3149, 3135, 3602, 191, 3137, 4939, 3472, 0, 3449, 4624, 5283]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
2334,"[2427, 3209, 3954, 4687, 2192, 2433, 3324, 2591, 2034, 1541, 40, 40, 1597, 1396, 2663, 3817, 1312, 3137, 4546, 1949, 2050, 4525, 4304, 3759, 4546, 797, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2335,"[2427, 3209, 3954, 4687, 3210, 4726, 2711, 4760, 5288, 4809, 1619, 2328, 1340, 40, 1200, 1659, 4170, 2584, 1673, 3769, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2336,"[2427, 3209, 3954, 4687, 4506, 4525, 4541, 4873, 3882, 3650, 1340, 40, 1236, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
2337,"[2427, 3954, 4687, 3324, 2588, 3752, 4878, 1815, 40, 2456, 3644, 1200, 1659, 2436, 4463, 1541, 872, 459, 3135, 3602, 191]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2338,"[2427, 3209, 3954, 4687, 2025, 4534, 3624, 177, 1304, 180, 772, 2435, 3149, 322, 4628, 3602, 191, 4624, 5283, 3759, 791, 3137, 4624, 5283, 2703, 4118, 3332]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2339,"[3530, 4863, 1396, 3435, 1423, 40, 4105, 4085, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 4730, 4774, 3078, 2796, 4089, 2464, 5068, 3149, 322, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2340,"[4095, 3066, 2033, 1556, 3435, 1423, 40, 2341, 2427, 3954, 4687, 4841, 3151, 3210, 4726, 5031, 4774, 3078, 2796, 4089, 2464, 5130, 3149, 322, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2341,"[2427, 3954, 4687, 4530, 1306, 4797, 3149, 4992, 3602, 191, 3660, 4624, 5283, 2488]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2342,"[4937, 3983, 4539, 1052, 1603, 1424, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 4730, 4774, 3521, 4916, 3149, 1306, 2560, 3135, 3602, 191]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2343,"[2427, 3954, 4687, 3324, 2337, 2414, 1633, 2456, 2781, 1423, 4878, 180, 3642, 180, 772, 2435, 4650, 1360, 3135, 3602, 191, 4546, 797, 3361, 4546, 456, 3143, 2711, 153]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2344,"[2427, 3954, 4687, 5031, 4774, 3602, 191, 3661, 3078, 4529, 1840, 4626, 40, 2706, 1642, 3215, 180, 772, 3215, 4773, 5030, 3215, 1041, 3759, 4624, 5283, 791, 4781, 5327]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2345,"[4095, 2033, 197, 3437, 1423, 40, 4898, 2427, 3954, 4687, 4841, 3151, 3210, 4726, 5031, 4774, 3078, 2796, 3521, 5090, 3149, 673, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2346,"[2427, 3954, 4687, 3210, 4726, 2482, 1200, 40, 1818, 2456, 1107, 180, 772, 4147, 1030, 3513, 1931, 884]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2347,"[2427, 3209, 3954, 4687, 4845, 4726, 4841, 3151, 2069, 4702, 3952, 3482, 2463, 4866, 4878, 1341, 3928, 3137, 4624, 5283, 3491, 2020, 3174, 3134, 4146, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2348,"[2427, 3954, 4687, 3647, 3928, 4626, 772, 180, 772, 3215, 4773, 1360, 1830, 3137, 4624, 5283, 4327, 3135, 2564, 3011, 2079, 5288, 4809, 3602, 191]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2349,"[3882, 1423, 40, 1830, 3435, 2595, 1930, 4216, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 4730, 4774, 3078, 2796, 3521, 5156, 3149, 1306, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2350,"[2427, 3209, 3954, 4687, 2200, 0, 2591, 2034, 772, 40, 1200, 1642, 2669, 3817, 1312, 3137, 4546, 1949, 2050, 4525, 4304, 3759, 4546, 793, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2351,"[2427, 3954, 4687, 5031, 4774, 3602, 191, 3661, 3078, 2588, 3752, 4626, 1597, 40, 2706, 1642, 3215, 1200, 1659, 3215, 4644, 2983, 5030, 3215, 351]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2352,"[2427, 3209, 3954, 4687, 1905, 772, 52, 772, 4181, 1603, 3361, 825, 3759, 4546, 793, 3061, 803, 3660, 4546, 3893, 4525, 3135, 3602, 191]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2353,"[2427, 3954, 4687, 2711, 4760, 5288, 4809, 3078, 1937, 3137, 4624, 5283, 1938, 4715, 4622, 2433, 3324, 1934, 4147, 3291, 3928, 3586, 3273, 3602, 191, 322, 4797, 3149, 4624, 5283, 3759, 797]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2354,"[2427, 3954, 4687, 2711, 4760, 5288, 4809, 3779, 4147, 772, 40, 180, 1113, 1830, 3322, 928, 3737, 793, 3061, 807, 3660, 4546, 3894, 2866]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2355,"[2427, 3209, 3954, 4687, 2025, 4534, 3628, 1200, 177, 1026, 180, 772, 2435, 3149, 322, 4628, 3602, 191, 4624, 5283, 3759, 793, 3137, 4624, 5283, 2703, 4118, 3332]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2356,"[2427, 3209, 3954, 4687, 3210, 4726, 2711, 4760, 5288, 4809, 884, 2482, 1200, 40, 180, 772, 4181, 2584, 1830, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2357,"[4937, 4943, 1396, 3412, 1597, 1541, 40, 4265, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 4730, 4774, 3078, 2796, 4089, 2464, 5199, 3149, 322, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2358,"[2427, 3954, 4687, 2433, 3324, 4531, 3169, 3537, 4024, 3586, 4453, 5007, 1306, 4628, 3149, 3124, 2488, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2359,"[2427, 3954, 4687, 5031, 4774, 3602, 191, 3661, 3078, 4024, 4626, 183, 40, 2706, 869, 772, 4516, 3642, 1200, 1659, 2436, 4462, 1541, 1120, 435]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
