descVec,wordIdVec
"[2427, 3209, 3954, 4687, 0, 3544, 4979, 40, 1200, 1423, 1830, 3101, 3411, 3817, 999, 1952, 3135, 3602, 191, 3124, 1949, 2050, 4525, 4264, 1884]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 4525, 4539, 3343, 3908, 180, 3083, 1360, 1830, 2464, 3901, 3737, 791, 3737, 3345, 1908, 3344, 3149, 322, 4628]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 4845, 4726, 4949, 4018, 1898, 2706, 1642, 2576, 772, 40, 3149, 322, 4797, 3124, 4870, 4264, 1884, 2083, 3759, 4546, 797, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 4027, 1306, 4797, 3149, 3602, 191, 2443]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"[2778, 2808, 4539, 1229, 1642, 772, 2427, 3954, 4687, 4841, 3151, 3210, 4726, 5031, 4774, 3078, 2796, 4089, 2464, 4138, 3149, 322, 2560, 3135, 3602, 191, 3324, 2580]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 4720, 1541, 4797, 3149, 1752, 3602, 191, 3660, 4624, 5283, 2488, 3605]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 3324, 4845, 4726, 4939, 2763, 2833, 772, 40, 3586, 2824, 322, 2544, 3149, 4546, 3759, 793, 3602, 191, 3137, 4546, 4939, 3472, 2622]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 4506, 4525, 4541, 3928, 3647, 1340, 40, 738, 4259, 1949, 180, 772, 1642, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 3596, 422, 3324, 3210, 4845, 4726, 2423, 3309, 4006, 322, 4628, 3149, 3137, 4624, 5283, 3450, 3174, 3663, 3135, 3602, 191, 4624, 5283, 3759, 793]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 5031, 4774, 4628, 2076, 4015, 1840, 4626, 774, 2706, 1642, 3215, 4773, 3768, 5030, 2706, 1041, 3521, 4769, 774, 3135, 3602, 191, 2641, 3137, 4541, 3177, 4132, 5349, 5345, 4624, 5283]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 4506, 4525, 4541, 3928, 3647, 4856, 4024, 1541, 40, 382, 4234, 2539, 1200, 1659, 1642, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[3882, 3169, 1541, 40, 1603, 1091, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 4730, 4774, 3078, 2796, 4089, 2464, 5302, 3149, 1306, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 2258, 0, 2433, 3324, 4079, 1340, 40, 180, 1423, 1830, 1176, 2545, 3137, 4546, 1949, 2050, 4525, 4304, 3759, 4546, 793, 180, 3149, 1306, 2409, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 0, 3730, 4945, 180, 1340, 1603, 3095, 3411, 3817, 1312, 2175]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[3202, 2708, 4392, 3145, 2711, 4760, 3954, 4687, 2487, 4525, 4322, 1119, 3149, 180, 2079, 3039, 180, 4800, 2714, 180, 4800, 2080, 5025, 180, 4800, 2715, 2577, 2070, 3135, 3602, 191, 3660, 4546, 2003, 3064, 2486, 3759, 4546, 797, 800]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[4095, 1200, 40, 1133, 180, 772, 2437, 2427, 3954, 4687, 4841, 3151, 3210, 4726, 4730, 4774, 3078, 2796, 3521, 5125, 3149, 322, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[4095, 1423, 40, 572, 2341, 2595, 2427, 3954, 4687, 4841, 3151, 3210, 4726, 5031, 4774, 3078, 2796, 4089, 2464, 5142, 3149, 322, 2560, 3135, 3602, 191, 3324, 2580]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[4937, 4210, 4863, 1830, 772, 40, 4898, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 4730, 4774, 3521, 5225, 3078, 2796, 3149, 322, 2560, 3135, 3602, 191]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 0, 4305, 4142, 4865, 1340, 40, 180, 1423, 1603, 2666, 3411, 3817, 1312, 2210, 3135, 3602, 191, 3124, 1949, 2050]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 2416, 2337, 4845, 4726, 4845, 3659, 4730, 4774, 2616, 1894, 2606, 322, 4628, 3149, 2464, 2365, 3737, 2616, 3603]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[3882, 1541, 40, 1396, 4945, 3412, 1597, 4215, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 4730, 4774, 3521, 5153, 3078, 2796, 3149, 1306, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4699, 4726, 4841, 3151, 3649, 3983, 4211, 3928, 4211, 4626, 772, 40]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 4529, 3529, 3878, 2781, 180, 4878, 1423, 40, 3642, 180, 772, 2435, 4650, 575, 3513, 1633, 2456, 3135, 3602, 191, 4626, 3361, 4546, 624, 3143, 4631, 2715, 1340, 803]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 2180, 15, 3324, 4387, 2027, 772, 40, 1200, 384, 754, 1311, 3137, 4546, 1949, 2050, 4525, 4304, 3759, 4546, 791, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[4095, 1200, 40, 1133, 180, 772, 2437, 2427, 3954, 4687, 4841, 3151, 3210, 4726, 5031, 4774, 3521, 5125, 3078, 2796, 3149, 183, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3953, 4687, 1936, 2464, 2892, 3149, 1306, 2544, 3135, 3602, 191]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 5031, 4774, 3602, 191, 3661, 3078, 3752, 2588, 4626, 1815, 40, 2706, 1226, 772, 3642, 1200, 1659, 2436, 4462, 1541, 1120, 435, 3759, 4624, 5283, 791, 4781, 5327]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[4095, 772, 40, 1830, 1231, 180, 772, 4213, 2580, 2427, 3954, 4687, 4841, 3151, 5334, 4628, 3210, 4726, 4730, 4774, 3078, 2796, 4089, 2464, 5127, 3149, 322, 2560, 3135, 3602, 191, 3324, 2580]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[3653, 3309, 5032, 3309, 2569, 3585, 4845, 4726, 4841, 3151, 3068, 2388, 3238, 4357, 0, 2639, 3660, 4624, 5283, 4306, 2022, 2485, 3134, 4146, 3135, 3602, 191]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[2427, 3209, 3954, 4687, 2102, 0, 2433, 3324, 3551, 4945, 1541, 40, 40, 1597, 1603, 2653, 3411, 3137, 4546, 1949, 2050, 4525, 4304, 3759, 4546, 793, 180, 3149, 1306, 2409, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 4845, 4726, 5032, 4802, 4726, 3059, 3250, 2079, 2715, 2577, 3209, 5333, 2565, 3949, 3591, 3294, 3586, 3189, 4624, 5283, 3759, 800, 3135, 3602, 191, 3137, 3762, 4546, 1919, 1909, 2867, 3472, 3180, 3004, 5321]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
"[2427, 3954, 4687, 3210, 4726, 4024, 4628, 5273, 5334, 183, 40, 409, 322, 2560, 3149, 3137, 2432, 4627, 3153, 3450, 3174, 3663, 2074, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 5031, 4774, 3602, 191, 3661, 3078, 4024, 4626, 1423, 40, 2706, 1830, 772, 3215, 180, 772, 3215, 4773, 5030, 3215, 572]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[3882, 3169, 0, 3882, 1200, 40, 1603, 3436, 4349, 1930, 4351, 2427, 3209, 3954, 4687, 5031, 4774, 3078, 2796, 4089, 2464, 5163, 3149, 1306, 2560, 3135, 3602, 191, 3324, 2580]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 4845, 4726, 2416, 2540, 5025, 3971, 2337, 2433, 3324, 2616, 1894, 2606, 322, 4628, 3149, 2464, 2366, 3737, 2616, 3603]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[4937, 4943, 1642, 772, 40, 4351, 3983, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 5031, 4774, 3078, 2796, 4089, 2464, 5162, 3149, 322, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[4937, 4210, 4863, 1642, 1200, 40, 4104, 4085, 2427, 3953, 4687, 4841, 3151, 4726, 3658, 4730, 4774, 3078, 2796, 4089, 2464, 5217, 3149, 322, 2560, 3135, 3602, 191, 3324, 2580]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2795, 772, 40, 1030, 3513, 281, 4904, 3973, 2427, 3954, 4687, 4841, 3151, 3210, 4726, 4730, 4774, 3078, 2796, 4089, 2464, 5038, 3149, 1541, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 4027, 4027, 4626, 774, 3324, 4845, 4726, 3586, 2447, 1306, 2544, 3149, 3602, 191, 4624, 5283, 3759, 797, 3137, 4546, 2488]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[3509, 2978, 4702, 2081, 0, 3778, 3488, 521, 250]","[0, 0, 0, 0, 0, 1, 0, 0, 0]"
"[4937, 4863, 1642, 1200, 40, 3836, 4086, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 4730, 4774, 3078, 2796, 3521, 5208, 3149, 180, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[3882, 3169, 772, 40, 1360, 40, 1504, 4147, 1949, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 5031, 4774, 3078, 2796, 4089, 2464, 5170, 3149, 971, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[5286, 2569, 3585, 4730, 4774, 3210, 4807, 4700, 3635, 4474, 3731, 1663, 3243, 1677, 3759, 4546, 794, 797, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 4845, 4726, 4529, 1840, 2781, 40, 1597, 4878, 1541, 40, 3642, 180, 772, 2435, 4650, 362, 3513, 1633, 2456, 3135, 3602, 191, 4546, 3759, 800, 3397, 3143, 4631, 2715, 118, 806]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 3752, 2588, 3535, 1633, 2456, 2781, 1200, 4878, 772, 40, 3642, 1200, 1659, 2435, 2539, 1030, 3513, 3135, 3602, 191, 4546, 3759, 797, 3361, 556, 3143, 4631, 2715, 1815, 804]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 4749, 3308, 3215, 2515, 4663, 3169, 4539, 1032, 5273, 5025, 4777, 1344, 4628, 3149, 3759, 4546, 798, 3137, 4546, 3240, 4324, 2461, 3332, 3195, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[4937, 4943, 1642, 3435, 1423, 40, 4214, 3983, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 5031, 4774, 3078, 2796, 4089, 2464, 5154, 3149, 322, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 5031, 4774, 3602, 191, 3661, 3078, 4529, 1840, 4626, 1340, 40, 2706, 1642, 3215, 180, 772, 3215, 4773, 5030, 3215, 671, 3759, 4624, 5283, 791, 4781, 5327, 3137, 4624, 5283, 4428, 1908]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 4027, 4027, 4626, 774, 3324, 4845, 4726, 3586, 2990, 1306, 2544, 3149, 3602, 191, 4624, 5283, 3759, 800, 3137, 4546, 2488]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 4845, 4726, 3779, 4169, 40, 180, 772, 3235, 1830, 1931, 355, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 0, 3730, 4945, 40, 1200, 1423, 1830, 3101, 3411, 3817, 1312, 2176, 3135, 3602, 191, 3124, 1949, 2050]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 5031, 4774, 3602, 191, 3661, 3078, 4529, 1840, 4626, 180, 2706, 1830, 3215, 180, 772, 3215, 4773, 5030, 3215, 1360, 3759, 4624, 5283, 791, 4781, 5327, 3137, 4624, 5283, 4428, 1908]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[4937, 4943, 1642, 40, 3499, 3983, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 4730, 4774, 3078, 2796, 4089, 2464, 5168, 3149, 322, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 4024, 1633, 2456, 2782, 1423, 4888, 40, 772, 5244, 1200, 1659, 2435, 4449, 2484, 4111, 382, 3135, 3602, 191, 4546, 3759, 800, 3361, 616, 3143, 4631, 2715, 61, 806]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 2711, 4760, 5288, 4809, 2652, 4787, 1657, 3322, 2729, 3737, 797, 3061, 808, 3660, 4546, 3894]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[4095, 2033, 1556, 1423, 40, 2584, 2004, 2427, 3954, 4687, 4841, 3151, 3210, 4726, 5031, 4774, 3078, 2796, 3521, 1783, 3149, 1306, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 5031, 4774, 3602, 191, 3661, 3078, 4384, 4626, 772, 40, 2706, 362, 5244, 1556, 3210, 3215, 3759, 4624, 5283, 791, 4781, 5327]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[4095, 2033, 1642, 3435, 1423, 40, 4215, 2427, 3954, 4687, 4841, 3151, 3210, 4726, 5031, 4774, 3078, 2796, 4089, 2464, 5135, 3149, 322, 2560, 3135, 3602, 191, 3324, 2580]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 4845, 4726, 2337, 2416, 2564, 3215, 4626, 180, 2706, 1830, 5030, 3215, 1360, 3215, 180, 772, 3215, 4773, 2464, 2351, 2711, 4760, 3954, 4687, 5288, 4809, 5331, 5336, 4730, 4774, 3602, 191, 3149, 322, 5034, 3124, 2616, 22]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 4845, 4726, 4506, 4525, 4541, 3646, 377, 3646, 1340, 40, 738, 4259, 1949, 180, 772, 1642, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 3324, 4525, 2029, 4507, 3618, 3135, 3602, 191]",[0 0 0 0 0 0 0 0 0 0 0]
"[4937, 4210, 4863, 1642, 1200, 40, 4104, 4085, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 4730, 4774, 3078, 2796, 4089, 2464, 5217, 3149, 322, 2560, 3135, 3602, 191]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 2209, 2433, 3324, 4305, 4142, 4865, 1200, 40, 772, 1603, 2669, 3411, 2596, 3817, 1312, 3817, 353, 3137, 4546, 1949, 2050, 4525, 4304, 3759, 4546, 797, 3135, 3602, 191]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[5032, 3309, 2569, 3585, 2711, 2412, 5288, 4809, 1894, 3068, 3820, 2845, 772, 1581, 746, 2464, 3840, 3737, 797, 3123, 802, 3737, 1917, 3474, 4789, 3149, 183, 2560]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[4937, 4943, 1642, 3437, 772, 40, 4897, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 4730, 4774, 3078, 2796, 4089, 2464, 5178, 3149, 322, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3209, 3954, 4687, 4386, 2027, 3586, 1257, 2711, 5341, 3209, 4760, 3954, 4687, 4653, 3602, 191, 3124, 2404, 3137, 3945, 3955, 4951, 3592, 3759, 4546, 798]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 4726, 3908, 2427, 4726, 4628, 4798, 2076, 1423, 40, 1295, 322, 2560, 3149, 3137, 2432, 4627, 3153, 3450, 3174, 3663, 2074, 3135, 3602, 191]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[4937, 4863, 1396, 3412, 1597, 1541, 40, 4265, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 4730, 4774, 3078, 2796, 3521, 5211, 3149, 322, 2560, 3135, 3602, 191]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[4937, 4863, 1396, 1340, 40, 3837, 4086, 2427, 3954, 4687, 4841, 3151, 4845, 4726, 4730, 4774, 3078, 2796, 4089, 2464, 5196, 3149, 971, 2560, 3135, 3602, 191, 3324, 2580]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[4095, 3488, 1589, 4806, 3403, 3954, 4687, 4841, 3151, 3210, 4726, 4730, 4774, 3078, 2796, 4089, 2464, 3998, 3149, 1200, 2560, 3135, 3602, 191, 3324, 2083]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 3324, 4529, 1840, 2781, 1340, 4878, 180, 3642, 180, 772, 2435, 4650, 1344, 3513, 1818, 2456, 3135, 3602, 191, 4546, 793]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 2711, 4760, 5288, 4809, 2329, 772, 40, 180, 772, 3232, 2584, 1835, 2059, 3322, 1059, 3737, 797, 3061, 804, 3660, 4546, 3894]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 4278, 4384, 4878, 180, 40, 1642, 4235, 1316, 344, 3149, 3135, 3602, 191, 3137, 4939, 3472, 0, 3449, 4624, 5283]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 5031, 4774, 3343, 3908, 772, 40, 3083, 1041, 1642, 2464, 3903, 3135, 3602, 191, 3737, 797, 3737, 3345, 1908, 3344, 3149, 322, 4628, 3011, 707, 2068]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 5031, 4774, 3602, 191, 3661, 3078, 4384, 4626, 772, 40, 2706, 1642, 3215, 1200, 1659, 3215, 4644, 2983, 5030, 3215, 997, 3759, 4624, 5283, 791, 4781, 5327]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[2427, 3954, 4687, 3324, 3752, 2588, 3535, 1633, 2456, 2781, 180, 1423, 4878, 1340, 40, 3642, 1200, 1659, 2435, 2539, 738, 3135, 3602, 191, 4546, 797, 3361, 4584, 3143, 2711, 97]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
