descVec,wordIdVec
"[0, 2430, 3957, 4690, 2436, 3327, 4908, 4735, 677, 1897, 5240, 2456, 2624, 3589, 4456, 4969, 325, 4631, 3152, 3140, 4549, 2491, 3605, 194, 1]","[0, 4956, 1]"
"[0, 2430, 3212, 3957, 4690, 3311, 3218, 5034, 4777, 2714, 4763, 5291, 4812, 4387, 183, 43, 1645, 1203, 1662, 1363, 325, 4631, 4797, 3605, 194, 3140, 4627, 5286, 4357, 4396, 2464, 3335, 1]","[0, 4387, 1]"
"[0, 2718, 2580, 5291, 4812, 3605, 194, 2714, 183, 3411, 1563, 2430, 3213, 4649, 4844, 3154, 5337, 4631, 4100, 2714, 4763, 3956, 4690, 3146, 4634, 2718, 152, 809, 3663, 4627, 5286, 4680, 3204, 4267, 1887, 3478, 1]","[0, 4100, 1]"
"[0, 2430, 3212, 3957, 4690, 4532, 1843, 2784, 775, 4881, 1203, 43, 3645, 183, 775, 2438, 4653, 1033, 3516, 1636, 2459, 3138, 3605, 194, 4549, 3762, 803, 3401, 3146, 4634, 2718, 121, 809, 1]","[0, 4532, 1]"
"[0, 3885, 1203, 43, 1606, 3439, 4352, 1933, 4354, 2430, 3957, 4690, 4844, 3154, 4848, 4729, 5034, 4777, 3081, 2799, 4092, 2467, 5166, 3152, 1309, 2563, 3138, 3605, 194, 3327, 2583, 1]","[0, 3885, 1]"
"[0, 2430, 3957, 4690, 3213, 4729, 3755, 5337, 4631, 2619, 3755, 2611, 325, 4631, 3152, 2467, 3710, 3740, 2619, 3606, 1]","[0, 2611, 1]"
"[0, 2430, 3957, 4690, 2863, 325, 4800, 3152, 3605, 194, 1732, 3663, 4627, 5286, 2491, 3762, 4627, 5286, 796, 1]","[0, 2863, 1]"
"[0, 2430, 3212, 3956, 4690, 4099, 775, 43, 1007, 183, 775, 1833, 325, 4800, 3152, 2467, 3817, 3140, 4549, 2645, 4720, 3451, 4310, 1887, 4267, 3762, 4627, 5286, 798, 3138, 3605, 194, 1]","[0, 4099, 1]"
"[0, 2430, 3957, 4690, 5034, 4777, 3664, 3081, 4532, 4214, 4629, 775, 43, 2709, 1833, 3218, 183, 775, 3218, 4776, 3593, 4647, 2986, 5033, 3218, 1313, 1]","[0, 4532, 4214, 1]"
"[0, 3590, 2981, 4844, 3154, 2571, 2981, 5029, 2568, 4716, 2699, 32, 4452, 1093, 4133, 4130, 3740, 137, 796, 3064, 1426, 3762, 3663, 4549, 2840, 4674, 2871, 2783, 3138, 3605, 194, 1]","[0, 3491, 1]"
"[0, 2430, 3212, 3957, 4690, 3213, 4729, 2714, 4763, 5291, 4812, 1615, 2331, 1544, 43, 1203, 1662, 4159, 2587, 1676, 3772, 3138, 3605, 194, 1]","[0, 2331, 1]"
"[0, 2430, 3212, 3957, 4690, 2714, 4763, 5291, 4812, 2331, 1426, 43, 1203, 1662, 3228, 2587, 1677, 1426, 3663, 4549, 3897, 4528, 1]","[0, 2331, 1]"
"[0, 2430, 3957, 4690, 4848, 4729, 4844, 3154, 3931, 3582, 3652, 4881, 1545, 3931, 4948, 3663, 4627, 5286, 4309, 2025, 2488, 3137, 4149, 3138, 3605, 194, 1]","[0, 3652, 1]"
"[0, 2430, 3212, 3957, 4690, 3755, 2591, 3538, 1636, 2459, 2784, 775, 4881, 1203, 43, 3645, 1203, 1662, 2438, 2542, 974, 3516, 3138, 3605, 194, 4549, 3762, 803, 3364, 622, 3146, 4634, 2718, 64, 809, 1]","[0, 2591, 1]"
"[0, 2430, 3214, 3957, 4690, 2430, 4729, 3456, 183, 4631, 2430, 5330, 3253, 183, 3218, 3152, 1426, 2081, 2081, 784, 4631, 3605, 194, 3663, 4549, 3455, 3762, 4549, 796, 1]","[0, 1]"
"[0, 2430, 3212, 3957, 4690, 4733, 4777, 3, 4848, 4729, 3511, 4512, 4528, 3646, 4542, 2698, 4869, 2579, 4629, 183, 5247, 1821, 1363, 2005, 3171, 325, 2412, 4797, 3140, 3487, 2779, 4526, 4135, 3335, 3605, 194, 1]","[0, 1]"
"[0, 4940, 4866, 1399, 1426, 43, 3840, 4089, 3556, 2430, 3957, 4690, 4844, 3154, 4848, 4729, 4733, 4777, 3081, 2799, 4092, 2467, 5198, 3152, 974, 2563, 3138, 3605, 194, 3327, 2583, 1]","[0, 4940, 1]"
"[0, 3512, 2981, 4705, 2084, 3, 4081, 3491, 277, 3820, 1530, 246, 1]","[0, 3491, 1]"
"[0, 2430, 3957, 4690, 3317, 4532, 3911, 2784, 1203, 1426, 4881, 43, 3645, 183, 775, 2438, 4653, 1313, 1833, 3138, 3605, 194, 4549, 800, 1]","[0, 4532, 3911, 1]"
"[0, 2430, 3212, 3957, 4690, 3599, 117, 3327, 3213, 4848, 4729, 2426, 3312, 3755, 325, 4631, 3152, 3140, 4627, 5286, 3453, 3177, 3666, 3138, 3605, 194, 4627, 5286, 3762, 796, 800, 1]","[0, 3755, 1]"
"[0, 4098, 2036, 1645, 3438, 1426, 43, 4218, 2430, 3212, 3957, 4690, 5034, 4777, 3081, 2799, 4092, 2467, 5138, 3152, 325, 2563, 3138, 3605, 194, 3327, 2583, 1]","[0, 4098, 1]"
"[0, 4940, 4946, 1645, 43, 3502, 3986, 2430, 3957, 4690, 4844, 3154, 4848, 4729, 4733, 4777, 3081, 2799, 3524, 5171, 3152, 325, 2563, 3138, 3605, 194, 1]","[0, 4940, 1]"
"[0, 2430, 3957, 4690, 2714, 4763, 5291, 4812, 3782, 775, 43, 183, 775, 4184, 1645, 3325, 1216, 3740, 800, 3064, 807, 3663, 4549, 3897, 1]","[0, 3782, 1]"
"[0, 2430, 3212, 3957, 4690, 2093, 3, 2436, 3327, 3554, 4948, 1426, 43, 183, 1606, 3090, 3820, 1315, 3140, 4549, 1952, 2053, 4528, 4307, 3762, 4549, 800, 3138, 3605, 194, 1]","[0, 3554, 1]"
"[0, 2430, 3212, 3957, 4690, 4848, 4729, 2714, 4763, 5291, 4812, 1908, 43, 183, 775, 4187, 1606, 3138, 3605, 194, 1]","[0, 1908, 1]"
"[0, 2430, 3957, 4690, 4018, 1843, 4848, 4729, 4844, 3154, 4733, 4777, 5327, 4631, 2079, 4629, 1343, 43, 2619, 1897, 4008, 3003, 3259, 2606, 325, 4631, 3152, 2467, 2933, 3740, 2619, 3606, 1]","[0, 2606, 1]"
"[0, 2621, 3131, 4939, 43, 1524, 3205, 2711, 2587, 2714, 4806, 2434, 3081, 2799, 4092, 2467, 1915, 3138, 3605, 194, 1]","[0, 2621, 1]"
"[0, 4940, 4946, 1645, 775, 43, 4354, 3986, 2430, 3957, 4690, 4844, 3154, 4848, 4729, 4733, 4777, 3524, 5165, 3081, 2799, 3152, 325, 2563, 3138, 3605, 194, 1]","[0, 4940, 1]"
"[0, 2430, 5291, 4812, 3309, 5338, 3256, 575, 3327, 1427, 2709, 1304, 3740, 80, 796, 3126, 64, 805, 1]","[0, 3309, 1]"
"[0, 2430, 3957, 4690, 5034, 4777, 3350, 4027, 43, 3086, 1234, 1645, 2467, 4041, 3740, 803, 3740, 3348, 1911, 3347, 3152, 325, 4631, 3014, 1390, 2071, 1]","[0, 3349, 1]"
"[0, 2430, 3212, 3957, 4690, 4751, 3311, 3218, 2518, 4666, 3172, 1034, 5276, 5028, 4780, 1343, 4631, 4803, 1347, 4631, 3152, 3762, 4549, 800, 3127, 3243, 4327, 2464, 3335, 3198, 3138, 3605, 194, 1]","[0, 2518, 1]"
"[0, 2798, 2811, 21, 3019, 678, 3442, 2430, 3212, 3957, 4690, 5034, 4777, 3081, 2800, 3140, 2799, 3177, 4092, 2467, 5101, 3152, 325, 2563, 3138, 3605, 194, 3327, 2583, 1]","[0, 2798, 1]"
"[0, 4940, 4213, 4866, 1833, 775, 43, 4901, 2430, 3957, 4690, 4844, 3154, 4848, 4729, 4733, 4777, 3081, 2799, 3524, 5228, 3138, 3605, 194, 1]","[0, 4940, 4213, 1]"
"[0, 2075, 3205, 5291, 4812, 2714, 4683, 2430, 3212, 2587, 4167, 4508, 4419, 2456, 3215, 183, 1109, 5247, 1109, 1430, 3512, 3152, 1343, 3152, 4708, 3138, 3605, 194, 1]","[0, 4507, 1]"
"[0, 3406, 5331, 4781, 4686, 5038, 4660, 183, 3512, 3152, 3605, 194, 3663, 4627, 5286, 4451, 3947, 1]","[0, 4686, 5038, 1]"
"[0, 2430, 3212, 3957, 4690, 3311, 3218, 5034, 4777, 2714, 4763, 5291, 4812, 4387, 1203, 43, 1645, 1203, 1662, 875, 325, 4631, 4797, 3605, 194, 3140, 4627, 5286, 4357, 4396, 2464, 3335, 1]","[0, 4387, 1]"
"[0, 2430, 3755, 3212, 3957, 4690, 4848, 4729, 2714, 4763, 5291, 4812, 4398, 183, 43, 3740, 3129, 4741, 3484, 3475, 3184, 3138, 3605, 194, 1]","[0, 3755, 1]"
"[0, 4940, 4866, 1399, 1343, 43, 3840, 4089, 2430, 3957, 4690, 4844, 3154, 4848, 4729, 4733, 4777, 3081, 2799, 4092, 2467, 5199, 3138, 3605, 194, 1]","[0, 4940, 1]"
"[0, 2430, 3957, 4690, 3327, 4532, 1843, 2784, 183, 4881, 1426, 43, 3645, 183, 775, 2438, 4653, 674, 1636, 2459, 3138, 3605, 194, 4549, 800, 3364, 4575, 3146, 2714, 329, 1]","[0, 4532, 1]"
"[0, 2430, 3957, 4690, 5034, 4777, 3605, 194, 3664, 3081, 4027, 4629, 775, 43, 2709, 1833, 775, 3218, 183, 775, 3218, 4776, 5033, 3218, 1029, 3762, 4627, 5286, 794, 4784, 5330, 3140, 4627, 5286, 4431, 1911, 1]","[0, 4100, 1]"
"[0, 2430, 3212, 3957, 4690, 4848, 4729, 4395, 3148, 2072, 4705, 3955, 183, 1523, 2419, 4881, 183, 35, 3140, 4627, 5286, 2468, 3179, 2719, 2473, 2603, 2857, 2719, 2321, 3337, 2054, 3138, 3605, 194, 1]","[0, 2419, 1]"
"[0, 4940, 4866, 1399, 3415, 1600, 1544, 43, 3803, 2430, 3957, 4690, 4844, 3154, 4848, 4729, 5034, 4777, 3081, 2799, 4092, 2467, 5197, 3152, 974, 2563, 3138, 3605, 194, 1]","[0, 4940, 1]"
"[0, 2430, 3212, 3957, 4690, 3, 3733, 4146, 4868, 775, 43, 1203, 1833, 3102, 3470, 3820, 1315, 2285, 3138, 3605, 194, 3127, 1952, 2053, 4528, 4267, 1887, 1]","[0, 3733, 4145, 1]"
"[0, 4940, 4946, 1645, 3439, 1203, 43, 4356, 3986, 2430, 3957, 4690, 4844, 3154, 4848, 4729, 4733, 4777, 3524, 5162, 3081, 2799, 3152, 186, 2563, 3138, 3605, 194, 1]","[0, 4940, 1]"
"[0, 2430, 3212, 3956, 4690, 775, 176, 1652, 3777, 1029, 183, 775, 2438, 4220, 2467, 1894, 2436, 3327, 2028, 4544, 325, 4800, 3152, 3140, 4549, 2706, 4121, 3335, 3762, 4549, 796, 3138, 3605, 194, 1]","[0, 2028, 1]"
"[0, 2430, 3212, 3957, 4690, 2714, 4763, 5291, 4812, 2331, 1343, 43, 1203, 1662, 4173, 2587, 1676, 3364, 721, 3064, 806, 3663, 4549, 3897, 4528, 1]","[0, 2331, 1]"
"[0, 4098, 1203, 43, 1136, 183, 775, 2440, 2430, 3957, 4690, 4844, 3154, 3213, 4729, 5034, 4777, 3081, 2799, 3524, 5128, 3152, 325, 2563, 3138, 3605, 194, 1]","[0, 4098, 1]"
"[0, 4940, 4946, 1645, 3438, 1426, 43, 4217, 3986, 2430, 3957, 4690, 4844, 3154, 4848, 4729, 4733, 4777, 3081, 2799, 4092, 2467, 5157, 3152, 325, 2563, 3138, 3605, 194, 1]","[0, 4940, 1]"
"[0, 2430, 3212, 3957, 4690, 4533, 4533, 4629, 1601, 3327, 2574, 3589, 5007, 1309, 2547, 3152, 3605, 194, 4627, 5286, 3762, 800, 803, 3140, 4549, 2491, 1]","[0, 4533, 1]"
"[0, 2430, 3956, 4690, 3755, 183, 1426, 4881, 4398, 1343, 43, 3663, 4627, 5286, 4358, 4265, 3475, 3185, 2464, 3335, 3138, 3605, 194, 1]","[0, 3755, 1]"
"[0, 2430, 3957, 4690, 2340, 2417, 1636, 2459, 2784, 1203, 1426, 4881, 775, 43, 3645, 183, 775, 2438, 4653, 1033, 3516, 3138, 3605, 194, 4549, 800, 3364, 4583, 3146, 2714, 94, 807, 1]","[0, 2340, 1]"
"[0, 2430, 3957, 4690, 5034, 4777, 3605, 194, 3664, 3081, 4027, 4629, 775, 43, 2709, 1645, 3218, 183, 775, 3218, 4776, 5033, 3218, 1029, 3762, 4627, 5286, 794, 4784, 5330, 3140, 4627, 5286, 4431, 1911, 1]","[0, 4100, 1]"
"[0, 5289, 2572, 3588, 4733, 4777, 3213, 4810, 4703, 3480, 3580, 3246, 280, 3762, 4549, 797, 800, 3138, 3605, 194, 1]","[0, 3480, 1]"
"[0, 2430, 3956, 4690, 2745, 1833, 4238, 1363, 347, 3152, 3138, 3605, 194, 3140, 4942, 3475, 3, 3452, 4627, 5286, 1]","[0, 1]"
"[0, 2430, 3212, 3957, 4690, 2139, 3, 2436, 3327, 3554, 1343, 43, 183, 1426, 1399, 2679, 3820, 1315, 3140, 4549, 1952, 2053, 4528, 4307, 3762, 4549, 800, 3138, 3605, 194, 1]","[0, 3554, 1]"
"[0, 5027, 3172, 3491, 522, 3406, 5331, 4781, 5034, 4777, 3081, 2799, 4092, 2467, 4134, 3152, 1203, 2563, 3138, 3605, 194, 1]","[0, 3491, 1]"
"[0, 4940, 4946, 1645, 3438, 1426, 43, 4217, 3986, 2430, 3212, 3957, 4690, 5034, 4777, 3081, 2799, 4092, 2467, 5157, 3152, 325, 2563, 3138, 3605, 194, 3327, 2583, 1]","[0, 4940, 1]"
"[0, 4098, 2029, 1559, 3415, 1426, 1600, 43, 2587, 2066, 2430, 3957, 4690, 4844, 3154, 3213, 4729, 5034, 4777, 3081, 2799, 3524, 2793, 3152, 1309, 2563, 3138, 3605, 194, 1]","[0, 4098, 1]"
"[0, 2430, 3212, 3956, 4690, 3890, 43, 1208, 183, 775, 1645, 325, 4800, 3152, 3589, 3138, 3290, 3140, 4549, 2645, 4720, 3451, 4310, 1887, 4267, 3762, 4627, 5286, 798, 3138, 3605, 194, 1]","[0, 3890, 1]"
"[0, 2430, 3957, 4690, 3213, 4729, 4391, 2467, 3314, 1432, 3138, 3605, 194, 3740, 3326, 4530, 4135, 3335, 3364, 3617, 4549, 286, 800, 3064, 186, 807, 1]","[0, 4387, 1]"
"[0, 2798, 1343, 43, 1645, 385, 2353, 2430, 3957, 4690, 4844, 3154, 3213, 4729, 4733, 4777, 3081, 2799, 4092, 2467, 5263, 3152, 1309, 2563, 3138, 3605, 194, 1]","[0, 2798, 1]"
"[0, 2430, 3957, 4690, 3327, 4532, 3911, 2784, 183, 1426, 4881, 1343, 43, 3645, 1203, 1662, 2438, 4237, 2545, 705, 3516, 1636, 2459, 3138, 3605, 194, 1]","[0, 4532, 3911, 1]"
"[0, 2430, 3212, 3957, 4690, 4848, 4729, 4395, 3148, 2072, 4705, 3955, 2419, 4881, 43, 3, 438, 2459, 4631, 3138, 3605, 194, 1]","[0, 2419, 1]"
"[0, 2430, 3212, 3957, 4690, 4532, 1843, 2784, 1343, 4881, 183, 3645, 183, 775, 2438, 4653, 1347, 3516, 1821, 2459, 3138, 3605, 194, 4629, 3364, 4549, 641, 3146, 4634, 2718, 1426, 809, 1]","[0, 4532, 1]"
"[0, 2430, 3212, 3957, 4690, 2205, 2594, 2037, 183, 1343, 1645, 2674, 3820, 1315, 2714, 4763, 4684, 2080, 5291, 4812, 754, 1309, 2412, 3762, 4627, 5286, 794, 3138, 3605, 194, 1]","[0, 2594, 1]"
"[0, 5035, 3312, 2572, 3588, 4528, 3058, 4432, 1610, 2467, 5311, 3740, 803, 3740, 4431, 1887, 2905, 2010, 3152, 186, 2563, 3014, 1041, 2070, 1]","[0, 4476, 1]"
"[0, 4387, 2034, 1645, 1203, 43, 4356, 2430, 3212, 3957, 4690, 5034, 4777, 3081, 2800, 3140, 2799, 3313, 4092, 2467, 5099, 3152, 1309, 2563, 3138, 3605, 194, 3327, 2583, 1]","[0, 4387, 1]"
"[0, 2430, 3212, 3957, 4690, 5034, 4777, 4631, 2079, 4018, 1843, 4629, 183, 2709, 1833, 3218, 4776, 3771, 5033, 2709, 1363, 3524, 4772, 183, 3138, 3605, 194, 2644, 3140, 4544, 3180, 4135, 5352, 5348, 4627, 5286, 3740, 3762, 796, 1]","[0, 4772, 1]"
"[0, 2430, 3212, 3957, 4690, 4542, 4030, 1427, 1645, 2549, 3327, 4848, 4729, 3589, 4856, 1309, 2547, 3152, 3605, 194, 4627, 5286, 3762, 796, 3140, 4549, 2491, 1]","[0, 4030, 1]"
"[0, 2430, 3957, 4690, 4848, 4729, 4844, 3154, 3931, 3582, 1929, 3652, 3986, 4881, 183, 3931, 3986, 4948, 3140, 4627, 5286, 4309, 2025, 2489, 3137, 4149, 3138, 3605, 194, 1]","[0, 3652, 1]"
"[0, 4098, 2036, 1559, 1600, 43, 2587, 2067, 4918, 3556, 2430, 3212, 3957, 4690, 5034, 4777, 3081, 2799, 4092, 2467, 1786, 3152, 1309, 2563, 3138, 3605, 194, 3327, 2583, 1]","[0, 4098, 1]"
"[0, 2430, 3212, 3957, 4690, 2224, 3, 2436, 3327, 4308, 775, 43, 1203, 1606, 3093, 3414, 3820, 1315, 3140, 4549, 1952, 2053, 4528, 4307, 3762, 4549, 800, 3138, 3605, 194, 1]","[0, 4308, 1]"
"[0, 4098, 4452, 3491, 1544, 1420, 1410, 2430, 3957, 4690, 4844, 3154, 3213, 4729, 5034, 4777, 3081, 2799, 3524, 4475, 3152, 1544, 2563, 3138, 3605, 194, 1]","[0, 3491, 1]"
"[0, 2430, 3212, 3957, 4690, 2223, 2436, 3327, 4308, 4948, 1203, 43, 775, 1606, 3093, 3820, 1315, 3140, 4549, 1952, 2053, 4528, 4307, 3138, 3605, 194, 1]","[0, 4308, 1]"
"[0, 2430, 3212, 3957, 4690, 5034, 4777, 3524, 4765, 777, 2709, 1833, 3218, 4776, 3771, 5033, 2709, 1044, 3138, 3605, 194, 2644, 3140, 4544, 3180, 4135, 5352, 5348, 4627, 5286, 3740, 3762, 796, 1]","[0, 4765, 1]"
"[0, 2430, 3212, 3957, 4690, 2714, 4763, 5291, 4812, 1908, 43, 183, 775, 4187, 1606, 3364, 673, 3064, 806, 3663, 4549, 3897, 4528, 2869, 1]","[0, 1908, 1]"
"[0, 5035, 3312, 2572, 3588, 4528, 3058, 2043, 5231, 775, 1520, 2467, 5303, 3740, 794, 3740, 4431, 1887, 2905, 2010, 3152, 325, 2563, 1]","[0, 5231, 1]"
"[0, 2430, 3957, 4690, 3327, 2340, 2417, 1636, 2459, 2784, 1203, 4881, 1203, 43, 3645, 183, 775, 2438, 4653, 1044, 3138, 3605, 194, 4549, 800, 3364, 4549, 459, 3146, 2714, 156, 1]","[0, 2340, 1]"
"[0, 2430, 3212, 3957, 4690, 2714, 4763, 5291, 4812, 2331, 1203, 43, 1203, 1662, 4183, 1676, 3364, 1871, 3064, 804, 2869, 3663, 4549, 3897, 4528, 1]","[0, 2331, 1]"
"[0, 2430, 3957, 4690, 3327, 4532, 3911, 2784, 1203, 4881, 775, 43, 3645, 183, 775, 2438, 4653, 1208, 3516, 1636, 2459, 3138, 3605, 194, 1]","[0, 4532, 3911, 1]"
"[0, 2430, 2419, 775, 43, 3218, 4776, 3, 3032, 3138, 3605, 194, 1]","[0, 2419, 1]"
"[0, 2430, 3957, 4690, 3327, 4532, 3911, 2784, 1203, 4881, 775, 43, 3645, 183, 775, 2438, 4653, 1044, 1645, 3138, 3605, 194, 4549, 800, 3364, 4549, 457, 3146, 2714, 141, 1]","[0, 4532, 3911, 1]"
"[0, 4531, 2849, 775, 1512, 749, 5035, 3312, 2572, 3588, 5034, 4777, 3081, 2800, 3140, 2799, 3313, 4092, 2467, 730, 3152, 186, 2563, 3138, 3605, 194, 3327, 2583, 1]","[0, 4531, 2849, 1]"
"[0, 2430, 3212, 3957, 4690, 3, 3733, 4948, 775, 43, 1203, 1606, 3093, 3414, 3820, 1315, 2173, 3138, 3605, 194, 3127, 1952, 2053, 1]","[0, 3733, 1]"
"[0, 2430, 3212, 3957, 4690, 4393, 3532, 2030, 3589, 3505, 338, 2714, 5344, 3212, 4763, 3957, 4690, 4656, 3605, 194, 3127, 2407, 3140, 3948, 3958, 4954, 3595, 3762, 4549, 801, 1]","[0, 4392, 1]"
"[0, 2430, 3212, 3957, 4690, 4542, 2327, 1344, 1645, 3802, 3, 325, 3327, 4848, 4729, 3589, 4319, 325, 2547, 3152, 3605, 194, 4627, 5286, 3762, 796, 3140, 4549, 2491, 1]","[0, 2327, 1]"
"[0, 2718, 2580, 2420, 2714, 4763, 3660, 3207, 2430, 3212, 3957, 4690, 4848, 4729, 5034, 4777, 3, 4027, 1393, 2459, 2784, 43, 1600, 4881, 1544, 43, 3645, 1203, 1662, 575, 3138, 3605, 194, 3663, 4627, 5286, 4431, 1911, 3589, 1444, 1]","[0, 4100, 1]"
"[0, 2430, 3212, 3957, 4690, 4532, 1843, 2784, 1203, 4881, 775, 43, 3645, 183, 775, 2438, 4653, 1033, 3516, 1636, 2459, 3138, 3605, 194, 4549, 3762, 803, 3364, 614, 3146, 4634, 2718, 325, 807, 1]","[0, 4532, 1]"
"[0, 2430, 3957, 4690, 5034, 4777, 3605, 194, 3664, 3081, 4532, 3911, 4629, 1343, 43, 2709, 1645, 3218, 183, 775, 3218, 4776, 5033, 3218, 1044, 1]","[0, 4532, 3911, 1]"
"[0, 2430, 3957, 4690, 3327, 4027, 1821, 2459, 2784, 1343, 4881, 183, 3645, 183, 775, 2438, 4653, 1347, 3516, 3138, 3605, 194, 1]","[0, 4100, 1]"
"[0, 2430, 3957, 4690, 3327, 4532, 4214, 4705, 3954, 2424, 3911, 2784, 775, 4881, 1203, 43, 3645, 1203, 1662, 2438, 4237, 2542, 1000, 1645, 3138, 3605, 194, 4549, 800, 1]","[0, 4532, 4214, 1]"
"[0, 2430, 3957, 4690, 2714, 4763, 5291, 4812, 2655, 2380, 3325, 1656, 3740, 800, 3064, 807, 3663, 4549, 3897, 1]","[0, 1]"
"[0, 2430, 3212, 3957, 4690, 2914, 2436, 3327, 4505, 183, 1343, 1423, 3109, 3414, 3333, 756, 355, 3140, 4549, 1952, 2053, 4528, 4307, 3762, 4549, 800, 3138, 3605, 194, 1]","[0, 4504, 1]"
"[0, 2430, 3957, 4690, 3327, 2340, 2417, 1636, 2459, 2784, 1343, 4881, 43, 3645, 183, 775, 2438, 4653, 1208, 3516, 3138, 3605, 194, 1]","[0, 2340, 1]"
"[0, 2430, 3212, 3957, 4690, 2224, 2436, 3327, 4308, 4948, 775, 43, 1203, 1606, 3093, 3414, 3820, 1315, 3140, 4549, 1952, 2053, 4528, 4307, 3762, 4549, 800, 3138, 3605, 194, 1]","[0, 4308, 1]"
"[0, 2430, 3957, 4698, 4848, 4729, 2030, 4387, 5231, 3320, 4881, 1203, 43, 506, 2536, 1211, 3140, 4549, 3888, 1]","[0, 2030, 4387, 1]"
"[0, 2430, 3212, 3957, 4690, 3, 3733, 4948, 183, 1343, 1833, 3104, 3414, 3820, 1315, 2180, 3138, 3605, 194, 3127, 1952, 2053, 4528, 4267, 1887, 1]","[0, 3733, 1]"
"[0, 3406, 4686, 5038, 2436, 3327, 3831, 4735, 2861, 4360, 3491, 1924, 3306, 3491, 3589, 4456, 4063, 1203, 2412, 3152, 3140, 4549, 2491, 3605, 194, 1]","[0, 3491, 1]"
"[0, 2430, 3212, 3957, 4690, 4848, 4729, 2714, 4763, 5291, 4812, 2709, 1645, 3664, 3081, 1921, 3138, 3605, 194, 1]","[0, 1]"
"[0, 2430, 3957, 4690, 3327, 2591, 3755, 3538, 1636, 2459, 2784, 183, 1426, 4881, 1343, 43, 3645, 1203, 1662, 2438, 2542, 705, 3516, 3138, 3605, 194, 1]","[0, 2591, 1]"
"[0, 2430, 3957, 4690, 5034, 4777, 3605, 194, 3664, 3081, 4532, 3911, 4629, 775, 43, 2709, 1645, 3218, 183, 775, 3218, 4776, 5033, 3218, 1234, 1]","[0, 4532, 3911, 1]"
"[0, 2430, 3212, 3957, 4690, 2912, 2436, 3327, 4505, 4502, 4328, 1426, 1600, 1423, 3110, 3414, 3333, 757, 355, 3140, 4549, 1952, 2053, 4528, 4307, 3762, 4549, 796, 3138, 3605, 194, 1]","[0, 4504, 1]"
"[0, 2430, 3212, 3957, 4690, 3, 4078, 3018, 1203, 43, 775, 1833, 1173, 578, 3414, 2153, 3820, 1315, 1]","[0, 4078, 1]"
"[0, 2430, 3212, 3957, 4690, 2714, 4763, 5291, 4812, 2483, 775, 43, 183, 775, 3235, 2587, 1838, 2062, 3364, 858, 3064, 806, 3663, 4549, 3897, 4528, 1]","[0, 2483, 1]"
"[0, 2802, 2034, 383, 3415, 775, 186, 43, 2065, 2430, 3957, 4690, 4844, 3154, 5337, 4631, 3213, 4729, 4733, 4777, 3081, 2799, 4092, 2467, 5064, 3152, 325, 2563, 3138, 3605, 194, 3327, 2583, 1]","[0, 2802, 1]"
"[0, 2430, 3212, 3957, 4690, 5034, 4777, 3524, 4772, 4629, 775, 2426, 3312, 4019, 1843, 2709, 1645, 3218, 4776, 183, 775, 2709, 1402, 325, 4631, 3152, 3138, 3605, 194, 3140, 4549, 4544, 3180, 5352, 5348, 3126, 145, 800, 3, 145, 807, 1]","[0, 4772, 1]"
"[0, 2430, 3957, 4690, 3327, 2340, 2417, 1636, 2459, 2784, 775, 4881, 1343, 43, 3645, 1203, 1662, 2438, 4237, 2545, 705, 3516, 3138, 3605, 194, 1]","[0, 2340, 1]"
"[0, 2430, 3212, 3957, 4690, 4533, 4533, 4629, 1427, 3327, 2574, 3589, 5002, 1309, 2547, 3152, 3605, 194, 4627, 5286, 3762, 803, 3140, 4549, 2491, 1]","[0, 4533, 1]"
"[0, 2430, 3212, 3957, 4690, 4528, 4542, 3346, 1843, 183, 3086, 1363, 1833, 2467, 3965, 3740, 794, 3740, 3348, 1911, 3347, 3152, 325, 4631, 1]","[0, 3346, 1]"
"[0, 2430, 3957, 4690, 5034, 4777, 3605, 194, 3664, 3081, 4532, 3540, 4629, 43, 2709, 1833, 3218, 183, 775, 3218, 4776, 5033, 3218, 1313, 1]","[0, 4532, 3540, 1]"
"[0, 2419, 2340, 775, 43, 4216, 1234, 1645, 2430, 3957, 4690, 4848, 4729, 5034, 4777, 3362, 4846, 4266, 5350, 5035, 3081, 2799, 4092, 2467, 5090, 3152, 325, 2563, 3138, 3605, 194, 1]","[0, 2340, 1]"
"[0, 2430, 3212, 3957, 4690, 3311, 3218, 3199, 4894, 3304, 1080, 1092, 2579, 1449, 194, 2412, 3152, 4627, 5286, 3762, 796, 3140, 4627, 5286, 2839, 2464, 3335, 2714, 4763, 5291, 4812, 3138, 3605, 194, 1]","[0, 1]"
"[0, 2430, 3212, 3957, 4690, 3599, 394, 3327, 3213, 4848, 4729, 2436, 3327, 3453, 4544, 3755, 325, 4631, 3152, 3140, 4627, 5286, 3453, 3177, 3666, 3138, 3605, 194, 4627, 5286, 3762, 794, 796, 800, 1]","[0, 3755, 1]"
"[0, 2430, 3957, 4690, 5034, 4777, 3346, 3911, 1343, 43, 3086, 949, 1645, 2467, 3908, 3740, 803, 3740, 3348, 1911, 3347, 3152, 325, 4631, 3014, 1390, 2071, 1]","[0, 3346, 1]"
"[0, 2430, 3957, 4690, 3327, 2340, 2417, 1636, 2459, 2784, 1203, 1426, 4881, 775, 43, 3645, 183, 775, 2438, 4653, 1033, 3516, 3138, 3605, 194, 1]","[0, 2340, 1]"
