,desc,wordId
1441,"Chỉ Khâu Phẫu Thuật (C0022025) - Chủng loại: MONOSYN VIOLET 3/0 (2) 70CM HR26 (M) (PAC/36PCS), Hãng sx:B.BRAUN SURGICAL SA, Năm sx: 2016. Hàng mới 100%",MONOSYN
4482,"Chỉ không tự tiêu Nylon 4-0 , kim 3/8 x 20mm ( dùng 1 lần trong y tế, hàng mới 100%) (Hộp / 12 cái)",Nylon
9977,PROLENE BLU 90CM M3 2/0 V-7_Chỉ phẫu thuật tổng hợp không tiêu vô trùng_Hiệu Ethicon_Model W8977_Hộp 12 cái_Hàng mới 100%,PROLENE
2261,"Chỉ khâu phẫu thuật dùng trong y tế: MONOTIME 4/0 1/2 R20   70CM , Lô: 21260, Hd: 2020, Nhà sx: Peters Surgical",Monotime
8978,MERSILENE SUTURE 18IN(45CM) 4-0 GR_Chỉ phẫu thuật tổng hợp không tiêu tiệt trùng _Hiệu Ethicon_Model 1762G_Hộp 12 cái_Hàng mới 100%,MERSILENE
4930,"Chỉ phẫu thuật dùng trong nhãn khoa (Chỉ không tiêu NO.3 silk bện đen / 3),chủng loại Mani sutures silk(12 chiếc/hộp) . Hàng mới 100%, Hãng chủ sở hữu Mani INC Nhật Bản",SILK
1965,Chỉ khâu phẩu thuật 2x 90cmx40mm 1/2 Cir RBT.Code: NAB1297E5. Chủng loại Biovek Sutures. 12 tép/hộp. Hãng SX: DYNEK PTY LTD. Năm SX: 2016.Hàng mới 100%,Biovek
9699,PROLENE BLU 45CM M0.4 8/0  BV130-5 _Chỉ phẫu thuật tổng hợp không tiêu vô trùng_Hiệu Ethicon_Product code W2777_Hàng mới 100%,PROLENE
4810,"Chỉ phẫu thuật Brilon  B44CD190. HSX:VIGILENZ MEDICAL DEVICES SDN BHD, NSX: MALAYSIA. Mới 100%. Hộp 12 tép",Brilon
10219,SPONGOSTAN ANAL 80X30MM DIA 20S_Vật liệu cầm máu vô trùng (các cỡ)_Hiệu Ethicon_Product code MS0004_Hộp 20 cái_Hàng mới 100%_Loại D,SPONGOSTAN
3596,"Chỉ khâu phẫu thuật tự tiêu ( Steril Surgical Sutures,(Neoxone, 16584) Neoxone 5/0 16mm Round B. 1/2 75cm (JP)). Hàng mới 100%",NEOXONE
9022,"Miếng cầm máu tại chỗ (1069152). LYOSTYPT KHV 5 X 8CM (PAC/6PCS). Hãng sx: B.Braun Surgical SA, Năm sx: 2015. Hàng mới 100%",LYOSTYPT
11813,"Chỉ Khâu Phẫu Thuật(G0617144). Chủng loại: STEELEX STE SET 1(4)4X45CM HRC37SS (M)LP. 1PA = 12PC, Hãng sx: B.Braun Surgical SA, Năm sx: 2016. Hàng mới 100%",STEEL
9900,PROLENE BLU 90CM  4/0 DA SH-2_Chỉ phẫu thuật tổng hợp không tiêu vô trùng_Model W8761_ Hiệu Ethicon_Hộp 10 cái_Hàng mới 100%,PROLENE
8245,"Chỉ y tế Linex đường kính 6mm, loại 10-0, dài 38cm. NSX: 12/2014, HSD: 11/2019.",LINEX
7926,"Chỉ phẫu thuật, chủng loại Polysort TM Braided AbsorbableSuture, mã sp CL915, 36 sợi/hộp, hãng sx Covidien, mới 100%",Polysort
1336,"Chỉ khâu phẫu thuật ( Steril Surgical Sutures, PGLA (Neolact) No:2 40mm Round B. 1/2 90cm) Hàng mới 100%",NEOLACT
8718,ETHILON BLK 30CM M0.3 9/0 TG140-6_Chỉ phẫu thuật tổng hợp không tiêu vô trùng_Hiệu Ethicon_Product code W1769_Hộp 12 cái_Hàng mới 100%_Loại D,ETHILON
7732,Chỉ phẫu thuật vô trùng nhãn hiệu Surgicryl 910 số 2 dài 90cm  kim 1/2 kim tròn vòng kim 40mm,Surgicryl
1588,"Chỉ Khâu Phẫu Thuật (C1046420) - Chủng loại: SAFIL,  QUI+ UNDY 4/0 (1,5 ) 70CM DS 19 ( M ) (PAC/36PCS), Hãng sx:B.BRAUN SURGICAL SA, Năm sx: 2016. Hàng mới 100%",SAFIL
2025,"Chỉ khâu phẫu thuật CATGUT CHROM 75 CM EP 3.5 USP 2/0 NEEDLE 1/2 CIR TAPER 26 MM. Hàng mới 100%, SX năm 2017, lô 170101, hạn sử dụng 01/2022",CatGut
12057,VICRYL RAPIDE 6/0 45CM11MM PR_Chỉ phâu thuât tan-Vicryl_Hiệu Ethicon_Product code W9913_Hộp 12 cái_Hàng mới 100%,VICRYL RAPIDE
7688,"Chỉ phẫu thuật vô trùng nhãn hiệu Polypropylene không kim 7,5 x 15cm",PROPYLEN
3114,"Chỉ khâu phẫu thuật Polydox viol. 4/0, mã DX 0261 (dùng để khâu vết thương, tbyt mới 100%, hãng sản xuất: Chirana, Séc;hãng phân phối: Vitrex, Đan Mạch; năm sx:2016-2017)",Polydox
11437,VICRYL VIO 90CM M4 1 CT_Chỉ phẫu thuật tổng hợp tự tiêu tiệt trùng_Model W9431_Hiệu Ethicon_Hộp 10 cái_Hàng mới 100%,VICRYL
3633,"Chỉ khâu phẫu thuật tự tiêu Chirasorb, số 2/0 dài 0,75m kim HR26_Chirasorb viol. 1x HR26,EP 3,USP 2/0, 1x75cm ; mã:LV0536 (hàng FOC,dùng để khâu,tbyt mới 100%, hsx:Chirana T.Injecta, Séc, năm sx:2017)",CHIRASORB
4571,Chỉ phẫu thuật - POLYSORB* 3-0 75CM V-30 (GL222) (Hộp/36 sợi),Polysorb
4156,"Chỉ Khâu Phẫu Thuật(C0935352).DAFILON BLUE 3/0 (2) 75CM DS24 (PAC/36PCS). Dùng trong thiết bị y tế, 1Hộp=36 Chiếc. Hàng mới 100%",DAFILON
2500,"Chỉ khâu phẫu thuật không tiêu, dùng trong y tế 19S15E       (CARDIOFLON EV4/0 3/8 R16  75CM)          . Hàng mới 100%",Cardioflon
11498,Mãnh ghép tổng hợp cấy ghép vào cơ thể.Dynamesh PP Light 10x15cm.Hộp: 5 cái. Nhà sx: FEG Textiltechnik Forschungs-Und Entwicklungsgesellschaft. Hàng mới 100%,MESH
4213,"Chỉ khâu phẫu thuật(C1048041). Chủng loại: SAFIL ,3/0 (2)  70CM HR26 (PAC/36PCS), Hãng sx: B.BRAUN SURGICAL SA , Năm sx: 2016. Hàng mới 100%",SAFIL
11067,VICRYL VIO 100CM 1 BP-5_Chỉ phẫu thuật tổng hợp tự tiêu tiệt trùng_Model W9391_Hiệu Ethicon_Hộp 10 cái_Hàng mới 100%,VICRYL
7888,"Chỉ phẫu thuật, chủng loại MaxonTM Monofilament Absorbable Suture, mã sp 8886621321, 36 sợi/hộp, hsx Covidien, mới 100%",Maxon
1442,"Chỉ Khâu Phẫu Thuật (C0022036) - Chủng loại: MONOSYN VIOLET 2/0 (3) 70CM HR30 (M) (PAC/36PCS), Hãng sx:B.BRAUN SURGICAL SA, Năm sx: 2016. Hàng mới 100%",MONOSYN
4083,"Chỉ khâu phẫu thuật(C0025037). Chủng loại: MONOSYN,  3/0 (2) 70CM DGMP19 1PAC=36PC, Hãng sx: B.BRAUN SURGICAL SA , Năm sx: 2016. Hàng mới 100%",MONOSYN
9689,PROLENE BLU 30CM M0.2 10/0 TG140-6_Chỉ phẫu thuật tổng hợp đơn sợi không tiêu vô trùng_Hiệu Ethicon_Product code W1777_Hộp 12 cái_Hàng mới 100%_Loại D,PROLENE
9601,PROLENE 3/0 2X25MM 1/2 CIRCLE_Chỉ phẫu thuật tổng hợp không tiêu vô trùng_Hiệu Ethicon_Product code W8522 _Hộp 12 cái_Hàng mới 100%,PROLENE
1249,"Chỉ khâu phẫu thuật '' TRO-SILKOFIL'' 75cm, USP 2/0, 4/0 ( hộp/12 cái) hàng y tế, mới 100%",SILK
5609,CHỈ PHẪU THUẬT LOẠI CATGUT CHROM 75 CM EP 3 USP 3/0 NEEDLE 3/8 CIR REV.CUTTING 24 MM. HÀNG MỚI 100%,CatGut
11102,VICRYL VIO 30CM M0.4 8/0 TG140-8_Chỉ phẫu thuật tổng hợp tự tiêu vô trùng_Hiệu Ethicon_Product code W9560_Hộp 12 cáiHàng mới 100%,VICRYL
2427,"Chỉ khâu phẫu thuật không tiêu, dùng trong y tế  20S05G       (COROLENE  7/0 3/8 R8  DA 60CM )        . Hàng mới 100%",Corolene
9648,PROLENE BLU 100CM M3.5 0 MO-2_Chỉ phẩu thuật Prolene màu xanh_Hiệu Ethicon_Model W8434_Hàng mới 100%,PROLENE
7536,Chỉ phẫu thuật vô trùng mới 100% nhãn hiệu Surgicryl 910 số 6/0 dài 45cm 2 kim 1/4 cir spatula 8mm 300. Năm sản xuất : 2014 trở đi,Surgicryl
6770,"Chỉ phẫu thuật tự tiêu Chromic Cutgut và Plain Catgut, chủng loại: DemeTECH Absorbable (DemeGUT), 12 sợi/hộp,code: CP5320, nsx: DemeTECH,mới100%",CatGut
11154,VICRYL VIO 75CM  3/0   SH PLUS_Chỉ phẫu thuật tổng hợp tự tiêu vô trùng_Hiệu Ethicon_Product code W9120_Hộp 12 cái_Hàng mới 100%,VICRYL
9653,PROLENE BLU 100CM M3.5 0 MO-5_Chỉ phẫu thuật tổng hợp không tiêu vô trùng_Hiệu Ethicon_Model W8430_Hộp 12 cái_Hàng mới 100%,PROLENE
6599,"Chỉ phẫu thuật SURGICRYL PGA EP 1.5 USP 4/0 NEEDLE 1/2 CIR TAPER 22 MM / 75 CM. Hàng mới 100%, SX năm 2016,  LÔ.160315, hạn sử dụng 2/2021",Surgicryl PGA
1375,"Chỉ khâu phẫu thuật ( Steril Surgical Sutures,(Neoxone) Neoxone 5/0 30x8cm)). Hàng mới 100%",NEOXONE
4698,Chỉ phẩu thuật : CARDIONYL 5/0 3/8KL 13 DA 80CM. Lô: E14551. HD: 10/2019. Nhà sx: Peters Surgical . Hàng mới 100%,Cardionyl
470,Chỉ khâu dùng trong phẫu thuật mắt Aurosilk 8/0 - Model: 8482VS. Hãng sx Aurolab. Hàng mới 100%,SILK
1412,"Chỉ khâu phâu thuật (B0560499)Chủng loại:CATGUT CHROM 0 (4) 75CM HR30 (PAC/24PCS),Hãng sx:B. Braun Surgical SA, năm sx: 2015. Hàng mới 100%",CatGut
642,Chỉ khâu phẫu thuật - Dafilon Black 10/0 (0.2) 30cm 2XDLM6 (PAC/12PCS) (G1118706).Hàng mới 100%.HSX: B.BRAUN,DAFILON
9520,PDS II VIO 5/0 70CM C-1_Chỉ phẫu thuật tổng hợp đơn sợi tự tiêu tiệt trùng_Hiệu Ethicon_Product code Z1013H_Hộp 36 cái_Hàng mới 100%_Loại D,PDS
11262,VICRYL VIO 75CM M1.5 4/0 RB-1 PLUS_Chỉ khâu phẫu thuật vô trùng_Hiệu Ethicon- Hãng Johnson & Johnson MEDICAL GmbH_Product code W9106_Hộp 12 cái_Hàng mới 100%_Loại D,VICRYL
8647,ETHILON BLK 13CM M0.3 9/0 BV100-4_Chỉ phẫu thuật tổng hợp không tiêu tiệt trùng_Hiệu Ethicon_Model W2829_Hàng mới 100%,ETHILON
1290,"Chỉ khâu phẫu thuật ( Steril Surgical Sutures, PDS (Neoxone) No: 5/0 16mm Round Bodied 1/2 75cm) Hàng mới 100%",NEOXONE
8840,"Keo dán sinh học vô trùng dùng trong phẩu thuật: REKSEAL ( N- Butylcynoacrylate 0.25ML), Hàng mới 100%, Số lô: 1R1602, SX: 07/2016, HD: 12/2017. NSX: Radiant Parenterals Ltd. INDIA",REKSEAL
9582,PROLENE 2/0 90CM 30MM 1/2 RB D_Chỉ khâu phẫu thuật vô trùng_Hiệu Ethicon_Product code W8526_Hộp 12 cái_Hàng mới 100%_Loại D,PROLENE
9881,PROLENE BLU 75CM M2 USP3/0 SGLE ARM SH_Chỉ phẫu thuật tổng hợp không tiêu vô trùng_Hiệu Ethicon_Product code F1803_Hộp 36 cái_Hàng mới 100%,PROLENE
2670,"Chỉ khâu phẫu thuật liền kim DemeLENE Polypropylene, mã hàng: DT-522-1 / PM1093026C0P",DemeLene
4182,"Chỉ Khâu Phẫu Thuật(C1046651) - Chủng loại: SAFIL QUI+UNDY 2/0 (3) 90CM HRT37(M) ,hãng sx:B.BRAUN SURGICAL SA, Năm sx: 2015.1 hộp/36 chiếc. Hàng mới 100%",SAFIL QUI
9209,MONOCRYL VIO 70CM M3.5 0 MH-1_Chỉ phẫu thuật tổng hợp tự tiêu tiệt trùng_Model W3442_ Hiệu Ethicon_ Hộp 12 cái_Hàng mới 100%,MONOCRYL
10061,PROLENE SOFT MESH 6.4X11.4CM _Chỉ phẫu thuật tổng hợp không tiêu vô trùng_Hiệu Ethicon_Product code SPMS_Hộp 6 cái_Hàng mới 100%,MESH
3249,"Chỉ khâu phẫu thuật STEEL MONO EP 7 USP 5 (4 x 45 cm ) 1/2 CIRC REV CUTTING NEEDLE 50 MM. Hàng mới 100%, SX năm 2016, lô 160601, hạn sử dụng 06/2021",STEEL
9249,"Nguyên liệu chỉ phẫu thuật không tự tiêu 101022CT- SU DEK SP BL 4/0 (Polyester), dùng sản xuất Chỉ Polyester-Protibond/Careflon. Hãng sản xuất Teleflex Medical/Mỹ. Hàng mới 100%.",Polyester
3598,"Chỉ khâu phẫu thuật tự tiêu ( Steril Surgical Sutures,(Neoxone, 16584) Neoxone No:0 20x8cm). Hàng mới 100%",NEOXONE
11607,"Miếng ghép thành bụng(1064315) - PREMILENE MESH 5 X 10 CM  (PAC/5PCS)Hãng sx:B.Braun Surgical SA, Năm sx: 2015. Hàng mới 100%",MESH
4113,"Chỉ Khâu Phẫu Thuật(C0263869), Chủng loại: SILKAM BLACK 2/0 (3) 13X60CM, Năm:2014, Hãng sx: B.Braun Surgical SA. 1Pac=36PC.Hàng mới 100%",SILK
8570,ETHIBOND GRN 45CM M1 _Chỉ phẫu thuật tổng hợp không tiêu  tiệt trùng_Model W894_Hiệu Ethicon_Hộp 10 cái_Hàng mới 100%,ETHIBOND
10188,SILK BLK 75CM 3/0  SH-2_Chỉ phẫu thuật từ tơ tằm vô trùng không tự tiêu_Hiệu Ethicon_Product code W587H_Hộp 36 cái_Hàng mới 100%,SILK
5892,CHỈ PHẪU THUẬT LOẠI POLYPROPYLENE 90 CM EP 1 USP 5/0 DOUBLE NEEDLE 1/2 CIR TAPER 20 MM. HÀNG MỚI 100%,PROPYLEN
926,"Chỉ khâu phẫu thuật - OPTILENE 6/0 (0,7) 75CM 2XDR13 CV RCP (PAC/36PCS) (C3095906)",OPTILENE
5367,"Chỉ phẫu thuật không tiêu Polypropylene, chủng loại:DemeTECH Polypropylene (DemeLENE),12 sợi/hộp, code: PM696013G22M, nsx: DemeTECH,mới100%",DemeLene
5122,Chỉ phẫu thuật dùng trong y tế; hiệu ASSUT; Hãng sản xuất: Assut- Thụy Sĩ; Chủng loại: AssuCryl (R) Lactin (PGLA)Mã: L4255 ; Mới 100%; 12 tép/hộp.,AssuCryl
11385,VICRYL VIO 75CM M5 2 V-39_Chỉ khâu phẫu thuật  vô trùng_Hiệu Ethicon_Product code W9378_Hộp 12 cái_Hàng mới 100%_Loại D,VICRYL
8093,"Chỉ phẫu thuật: POLYGLYCOLIC PGA (ATRAMAT PGA SURGICAL SUTURE VIOLET USP 2-0 EP 3, 75CM NEEDLE SR-30 PREMIUM REGULAR TAPER POINT 30 MM1/2 CIRCLE) Năm SX: 2017, Hàng mới 100%. Hộp/12 sợi",PGA
235,Chỉ   phẩu thuật DERMALON (36 tép / hộp). Mới 100% 8886179941,DERMALON
10090,PROLENE SUTURE 24IN(60CM) 5-0 BLU_Chỉ phẫu thuật tổng hợp không tiêu vô trùng_Hiệu Ethicon_Model 8725H_Hàng mới 100%,PROLENE
3231,"Chỉ khâu phẫu thuật số 07 dùng trong nhãn khoa(Chủng loại Mani Sutures Nylon,12 đoạn/hộp). Hãng sản xuất Mani, Inc Nhật. Hàng mới 100%.",Nylon
8041,"Chỉ phẫu thuật: CATGUT CHROM 3/0 USP SIZE( Hàng mới 100%, Mã: R20301). Nhà sản xuất: SMI A.G. Số lô: 1512229. SX: 07/2016. HD: 07/2021",CatGut
263,Chỉ  phẫu thuật DERMALON (36 tép / hộp). 88861756-31. Mới 100%.Nhà sản xuất: Covidien/Mỹ,DERMALON
7130,Chỉ phẫu thuật vô trùng mới 100% nhãn hiệu Daclon Nylon số 1 dài 75cm kim 3/8 kim tam giác vòng kim 30mm,Daclon
11664,"Chỉ Khâu Phẫu Thuật (C2090902). Chủng loại:PREMILENE,  4/0 (1.5) 90CM 2XHR17CV 1PAC=36PC, Hãng sx: B.BRAUN SURGICAL SA , Năm sx: 2016. Hàng mới 100%",PREMILENE
363,Chỉ  phẫu thuật SURGIPRO (36 tép / hộp). VP-902-X. Mới 100%.Nhà sản xuất: Covidien/Mỹ,Surgipro
4205,"Chỉ khâu phẫu thuật(C1048029) - SAFIL VIOLET 4/0 70CM HR22 (PAC/36PCS)Hãng sx:B.Braun Surgical SA, Năm sx: 2015. Hàng mới 100%",SAFIL
6362,Chỉ phẫu thuật Optilene -OPTILENE 5/0 (1) 75CM 2XDR13 CV RCP (PAC/36PCS)(C3095907),OPTILENE
837,Chỉ khâu phẫu thuật - MONOSYN VOILET 3/0 (2) 70CM 2XHR26 M (PAC/36PCS) (C0022835),MONOSYN
7462,"Chỉ phẫu thuật vô trùng mới 100% nhãn hiệu Steel số 5 dài (4x45cm) kim 1/2 kim tròn, mũi tam giác vòng kim 48mm. Năm sản xuất: 2014 trở đi",STEEL
891,Chỉ khâu phẫu thuật - NOVOSYN VIOLET 3/0 (2) 70CM HR26 (M) (PAC/36PCS) C0068041). Hàng mới 100%. HSX: B. Braun Surgical S.A,NOVOSYN
4208,"ChỈ Khâu Phẫu Thuật(C1048041) - Chủng loại: SAFIL, 3/0 (2)  70CM HR26 (PAC/36PCS), Hãng sx:B.BRAUN SURGICAL SA, Năm sx: 2016. Hàng mới 100%",SAFIL
6158,CHỈ PHẪU THUẬT LOẠI SURGICRYL MONO PDO EP 2 USP 3/0 NEEDLE 1/2 CIR TAPER 30 MM / 75 CM. HÀNG MỚI 100%,Surgicryl
5084,"Chỉ phẫu thuật dùng trong y tế: OPTIME 2/0 1/2 R26 75CM, Lot: 29924, Nsx: 2016, Hd: 2021, Nhà sx: Peters",OPTIME
9174,MONOCRYL VIO 45CM M0.7 6/0 RB-2_Chỉ phẫu thuật tổng hợp tự tiêu vô trùng_Hiệu Ethicon_Product code W3224_Hộp 12 cái_Hàng mới 100%,MONOCRYL
9974,PROLENE BLU 90CM M3 2/0 V-7_Chỉ phẫu thuật tổng hợp đơn sợi không tiêu vô trùng_Hiệu Ethicon_Product code W8977_Hộp 12 cái_Hàng mới 100%_Loại D,PROLENE
9847,PROLENE BLU 75CM M0.7 6/0 C-1_Chỉ phẫu thuật tổng hợp không tiêu tiệt trùng_Product code W8706_Hiệu Ethicon_Hàng mới 100%,PROLENE
2754,"Chỉ khâu phẫu thuật loại cắt Vigilenz Brilon USP 5/0, mã: B57CD190, 12 cuộn/hộp, SX năm: 2016. Mới: 100%, hãng SX: Vigilenz Medical Devices",Brilon
4538,"Chỉ phẫu thuật  không tiêu tự nhiên dạng tơ, tiệt trùng, (DemeTech Silk (DemeSILK),12 sợi/hộp, code: SK13620, nsx: DemeTECH,mới100%",SILK
2198,"Chỉ khâu phẫu thuật dùng trong y tế: CARDIONYL 6/0 3/8 R10 DA 80CMW2X3  5, Lô:22751, Hd: 2020, Nhà sx: Peters Surgical",Cardionyl
8563,ETHIBOND GRN 180CM M4_Chỉ phẫu thuật tổng hợp không tiêu tiệt trùng_Hiệu Ethicon_Model W6155_Hộp 12 cái_Hàng mới 100%,ETHIBOND
3538,"Chỉ khâu phẫu thuật tiệt trùng - tự tiêu( Mitsu Sterilized Surgical Needled Suture( Dyed & Undyed)) cỡ số 6-0, x 45, 13mm,batch:EN17002,12 chiếc/tá,,hãng Meril Endo Surgery pvt.ltd,Mới 100%",
8707,ETHILON BLK 30CM M0.3 9/0 TG140-6_Chỉ khâu phẫu thuật vô trùng_Hiệu Ethicon_Product code W1769_Hộp 12 cái_Hàng mới 100%_Loại D,ETHILON
3169,"Chỉ khâu phẩu thuật Propilen 4/0 20 1/2,  90cm 12 tép/hộp code:P32002 HSX:Dogsan mới 100%",Propilen
6836,"Chỉ phẩu thuật tự tiêu Pegelak 3/0 25 1/2, 75cm, 12 tép/hộp.  Code: L4250. Hãng sx : DOGSAN TIBBI MAIZEME SAN.A.S. Năm sản xuất : 2016-2017. Hàng mới 100%",Pegelak
10130,"SÁP CẦM MÁU BONE WAX  2,5  GR. HÀNG MỚI 100%",WAX
3662,"Chỉ khâu phẫu thuật tự tiêu liền kim vô trùng dùng trong y tế. Catgut size 4/0, 75cm, 1/2, 20mm. 12 sợi/tá. Hàng mới 100%. Năm sản xuất: 2016. Hãng sản xuất: Shandong Sinorgmed Co., Ltd.",CatGut
6224,CHỈ PHẪU THUẬT LOẠI SURGICRYL PGA EP 5 USP 2 NEEDLE 1/2 CIR TAPER 40 MM / 90 CM. HÀNG MỚI 100%,Surgicryl PGA
11910,CHỈ PHẪU THUẬT LOẠI NYLON DACLON USP 9/0 30 CM 2 NEEDLE 3/8 CIRC. SPATULED 6.20 MM 150mm HÀNG MỚI 100%. SX 2016,Daclon
228,"Chất hàn gắn xương(1029754) Chủng loại: Bone Wax 24x2.5G, Hãng sx; Aesculap AG, Năm sx: 2015, 1PA=24PC. Hàng mới 100%",WAX
4434,"Chỉ không tan tự nhiên đa sợi, dùng trong y tế  SFS6150 ( STERISIL 3-0 HR26 75CM). Hộp 12 cuộn. Hàng mới 100%",STERISIL
6693,"Chỉ phẫu thuật tim không tiêu Cardionyl 5/0, 80 cm, 2 kim 3/8 KL 12 mm with Pledget W 2x3.5, (Art#  72106KH23)",Cardionyl
6742,"Chỉ phẫu thuật tự tiêu CATGUT CHROM 45 CM EP 1 USP 6/0 NEEDLE 3/8 CIR REV. CUTTING 12 MM. Hàng mới 100%, SX năm 2017, lô160401, hạn sử dụng 04/2021",CatGut
10843,VICRYL RAPIDE 3/0 75CM26MM CVD_Chỉ khâu phẫu thuật vô trùng_Hiệu Ethicon- Hãng Johnson & Johnson do Brasil Ind.e Com. de Pro. para Sau. Ltda_Product code W9940_Hộp 12 cái_Hàng mới 100%_Loại D,VICRYL RAPIDE
11257,VICRYL VIO 75CM M1.5 4/0 FS-3 CONV_Chỉ phẫu thuật tổng hợp tự tiêu tiệt trùng_Model W9443_Hiệu Ethicon_Hộp 10 cái_Hàng mới 100%,VICRYL
2705,"Chỉ khâu phẫu thuật liền kim vô trùng dùng trong y tế. Nylon 4/0, 75cm, 3/8, 20mm. 12 sợi/tá.  Mới 100%. Hãng sản xuất: Shandong Sinorgmed Co., Ltd.",Nylon
10590,VICRYL CTD 8/0 6MM D_Chỉ phẫu thuật tổng hợp không tiêu vô trùng_Hiệu Ethicon_Model W9559_Hộp 12 cái_Hàng mới 100%,VICRYL
3939,"Chỉ khâu phẫu thuật V-LOC 180 số 3-0,  loại tự tiêu, mã:VLOCL0604.12 cuộn/hộp.Mới 100%, sản xuất năm: 2016. Hãng SX: Covidien",VLOC
9637,PROLENE 5/0 16MM CC DBLE_Chỉ phẫu thuật tổng hợp không tiêu vô trùng_Model W8830_Hộp 12  cái_Hàng mới 100%,PROLENE
1566,Chỉ Khâu Phẫu Thuật (C0935360). Chủng loại: DAFILON BLUE 2/0 (3) 75CM DS24 (PAC/36PCS). Hãng sx: B.Braun Surgical SA. Năm sx: 2015. Hàng mới 100%,DAFILON
1874,"Chỉ khâu phẫu thuật : Surgical Suture : LUXYLENE POLYPROPYLENE 0 HR 30mm 75cm (Code : PP00HR30, NSX : 2016, NSX : Luxsutures AG/Luxembourg) (Hộp/12 sợi)",LUXYLEN
4660,"Chỉ phẫu thuật (tự tiêu), nhãn hiệu: Catgut Chromic, model: Absorbable Surgical Suture U.S.P, 12 sợi/hộp, hàng mới 100%",CatGut
308,Chỉ  phẫu thuật POLYSORB (36 tép/ hộp).GL-122 Mới 100%.Nhà sản xuất: Covidien/Mỹ,Polysorb
10655,VICRYL PLUS SUTURE 27IN(70CM) 3-0_Chỉ phẫu thuật tổng hợp tự tiêu tiệt trùng_Product code VCP316H_Hiệu Ethicon_Hộp 36 cái_Hàng mới 100%,VICRYL PLUS
8910,Lưới điều trị vô trùng dùng trong phẫu thuật cỡ 16 (Model: TRUCATH) (Hàng mới 100% do hãng Sutures India PVT/ Ấn Độ Sản Xuất) Hạn sử dụng 02/2020.,TRUCATH
374,Chỉ  phẫu thuật SURGIPRO (36tép / hộp) VP581X Mới 100% nhà sản xuất Covidien,Surgipro
7308,"Chỉ phẫu thuật vô trùng mới 100% nhãn hiệu Polypropylene số 5/0 dài 75cm  kim 1/2 kim tròn vòng kim 15mm. Năm sản xuất: 2014 trở đi, hãng sản xuất SMI AG",PROPYLEN
1883,"Chỉ khâu phẫu thuật : Surgical Suture : NYLON DACLON  2/0 DS 24mm 75cm (Code : 9301524, NSX : 2014, NSX : SMI A.G, Belgium) (Hộp/12 sợi)",Daclon
74,4#&Chỉ nylon dùng để kiểm tra lỗ kim kí hiệu số lot S30008 (1000yds),Nylon
7776,"Chỉ phẫu thuật vô trùng:  CATGUT CHROM  2/0 HR 26mm 75cm (Code : CC20HR26, NSX : 2017, NSX : Luxsutures AG, Luxembourg) (Hộp/12 sợi) (GP: 4446NK/BYT-TB-CT)",CatGut
5017,"Chỉ phẫu thuật dùng trong y tế: CARDIOXYL 2/0 1/2KL25 DA 90CM BV10, Lot: 28413,28723A, Nsx: 2016, Hd: 2021, Nhà sx: Peters",Cardioxyl
9096,"Miếng lưới vá thoát vị ben, thành bụng 6x11 cm, mã sản phẩm: SM0611, NSX: DLR MEDIKAL SAN.VE DIS TIC. LTD.STI, mới 100%",Thoát vị
9226,"Nguyên liệu chỉ khâu phẫu thuật tự tiêu 1,50M., CHROMIC, USP 3/0 - PREMIUM, hãng sản xuất Cofibam Ind. E Com. DE Fios E Cabos Ltda / Brazil, dùng sản xuất Chỉ Catgut-Trustigut. Hàng mới 100%.",CatGut
7349,"Chỉ phẫu thuật vô trùng mới 100% nhãn hiệu Polypropylene số 7/0 dài 75cm 2x 3/8 cir soft coronar 8mm. Năm sản xuất: 2014 trở đi, hãng sản xuất SMI AG",PROPYLEN
379,Chỉ  phẫu thuật TICRON (36 sợi / hộp).88863229-31 Mới 100%.Nhà sản xuất: Covidien/Mỹ,Ticron
11319,VICRYL VIO 75CM M3 2/0 MH-1 PLUS_Chỉ khâu phẫu thuật vô trùng_Hiệu Ethicon_Product code W9136_Hộp 12 cái_Hàng mới 100%_Loại D,VICRYL
1828,"Chỉ khâu phẫu thuật : Surgical Suture : LUXAMID NYLON 3/0 DS 24mm 75cm (Code : NY30DS24, NSX : 2014, NSX : LUXSUTURES AG, Luxembourg) (Hộp/12 sợi)",LUXAMID
7904,"Chỉ phẫu thuật, chủng loại Polysorb TM Braided AbsorbableSuture, 36 cuộn/hộp, mã sp GL123, hãng sx Covidien, mới 100%",Polysorb
10822,VICRYL RAP UND 90CM 2/0 V-34_Chỉ phẫu thuật tổng hợp tự tiêu tiệt trùng_Hiệu Ethicon_Model W9962_Hộp 12 cáii_Hàng mới 100%,VICRYL RAP
10852,VICRYL RAPIDE 3/0 75CM26MM CVD_Chỉ phẫu thuật tổng hợp tự tiêu tiệt trùng_Model W9940_ Hiệu Ethicon_ Hộp 12 cái_Hàng mới 100%,VICRYL RAPIDE
9976,PROLENE BLU 90CM M3 2/0 V-7_Chỉ phẫu thuật tổng hợp không tiêu vô trùng_Hiệu Ethicon_Model W8977_Hàng mới 100%,PROLENE
813,Chỉ khâu phẫu thuật - MONOSYN VIOLET 3/0 (2) 70CM HR22 (M) (PAC/36PCS) (C0022015). Hàng mới 100%. HSX; B.BRAUN,MONOSYN
